STDM_TAZ,State,County,MPO,IsMPO,ITDDist,Area,DayPark,HourPark,AgforF,MiningF,UtilF,ConstrF,ManufF,WhlsaleF,RetailF,TrawhseF,InfoF,FininsF,EduK12,EduHigh,EduOthers,RealestF,ProftechF,MgmtF,WastadmnF,HealthF,ArtsentF,FoodlodgF,OtherF,PublicF,TotEmp,STATEFPS,COUNTYFPS,CNTYIDFP00,TOTPOP_T,TOTHH_T,HHSIZE1,HHSIZE2,HHSIZE3,HHSIZE4,HHSIZE5,HHSIZE6,HHSIZE7,HHWORK0,HHWORK1,HHWORK2,HHWORK3,CATINC1,CATINC2,CATINC3,HHSIZE1_O,HHWORK0_O,HHINC1,HHINC2,HHINC3,HHINC4,HHINC5,HHINC6,HHINC7,HHINC8,HHINC9,HHINC10,HHINC11,HHINC12,HHINC13,HHINC14,HHINC15,HHINC16,ShadowPrice,destinationChoiceDistrict
4441,Idaho,Idaho,Idaho,0,2,1288154.284,0,0,5,62,0,54,55,46,22,10,4,21,16,0,80,0,2,0,1,191,0,32,21,64,686,16,49,16049,691,278,69,101,31,47,13,13,4,119,75,80,4,96,103,79,69,119,17,16,18,28,17,22,33,14,4,30,39,20,4,14,2,0,1,2
4442,Idaho,Idaho,Idaho,0,2,1673428626,0,0,0,0,5,12,11,1,56,1,0,23,15,0,47,0,9,1,0,4,0,5,6,0,196,16,49,16049,1446,616,246,239,53,47,19,6,6,263,177,163,13,234,230,152,246,263,40,44,43,64,43,45,57,41,21,66,70,43,15,21,2,0,1,2
4443,Idaho,Idaho,Idaho,0,2,36415196.63,0,0,0,0,0,7,0,2,0,2,0,10,81,0,0,0,0,0,0,0,0,1,0,2,105,16,49,16049,714,319,63,163,50,28,4,0,11,135,86,92,6,134,107,78,64,135,28,25,41,26,14,30,26,11,16,24,36,22,14,2,3,3,1,2
4444,Idaho,Jefferson,Jefferson,0,6,1248510.386,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,33,16,51,16051,617,224,42,80,17,36,27,18,4,37,81,96,10,39,75,110,42,37,9,5,6,12,7,8,10,16,13,28,27,42,26,7,6,2,1,6
4445,Idaho,Jefferson,Jefferson,0,6,93804724.54,0,0,130,0,2,95,329,9,4,8,0,2,56,0,0,1,3,0,12,37,33,71,3,0,795,16,51,16051,3653,1158,246,361,197,170,102,52,30,194,419,493,52,200,393,565,246,194,45,25,31,63,36,42,54,84,68,145,138,215,134,38,31,9,1,6
4446,Idaho,Jefferson,Jefferson,0,6,51909158.99,0,0,14,0,2,173,31,52,22,23,4,7,0,0,0,2,12,0,2,23,6,0,11,130,514,16,51,16051,6397,1865,253,573,255,314,231,149,90,314,677,788,86,330,631,904,252,314,74,44,52,101,59,68,86,132,109,236,220,343,215,61,49,15,1,6
4447,Idaho,Jefferson,Jefferson,0,6,239047428.1,0,0,16,0,0,48,269,6,39,24,7,7,70,0,148,7,5,0,4,45,0,2,6,1,704,16,51,16051,3154,998,170,313,161,124,110,73,47,188,403,343,64,284,358,356,170,189,42,41,76,60,65,69,83,49,51,106,95,121,81,29,21,9,1,6
4448,Idaho,Jefferson,Jefferson,0,6,4119969.527,0,0,40,0,0,2,1,1,0,0,0,0,0,0,0,0,9,0,4,0,0,0,0,2,59,16,51,16051,702,249,26,98,70,33,11,7,4,48,91,94,16,61,77,111,26,48,3,12,9,10,27,12,19,9,12,25,35,30,29,6,10,2,1,6
4449,Idaho,Jefferson,Jefferson,0,6,120811613.8,0,0,38,0,0,70,140,73,14,28,1,17,211,0,0,8,27,0,32,0,0,28,5,9,701,16,51,16051,4525,1409,201,506,168,197,139,90,108,272,543,499,95,376,464,569,202,272,39,74,74,65,124,78,106,56,69,155,164,170,141,36,44,14,1,6
4450,Idaho,Jefferson,Jefferson,0,6,3693825.834,0,0,0,0,13,42,99,135,359,76,0,65,95,0,195,28,28,5,24,242,0,85,12,282,1785,16,51,16051,3660,1255,250,381,214,171,120,81,38,245,515,383,112,376,403,476,249,246,67,121,57,46,85,50,44,34,71,204,109,160,108,37,28,33,1,6
4451,Idaho,Jefferson,Jefferson,0,6,5202267.594,0,0,3,0,0,10,0,0,4,0,0,11,26,0,8,0,1,0,3,15,0,25,0,3,109,16,51,16051,580,179,16,65,20,25,14,29,10,34,77,57,11,57,71,51,17,34,10,5,20,14,8,16,18,10,9,18,12,20,9,6,2,1,1,6
4452,Idaho,Jefferson,Jefferson,0,6,358470889.4,0,0,176,0,0,1,0,0,0,0,6,0,12,0,0,0,0,0,0,0,0,1,0,1,197,16,51,16051,265,74,5,18,29,2,2,6,12,13,32,24,5,23,29,22,7,14,4,2,8,6,3,7,7,4,4,7,5,8,4,2,1,1,1,6
4453,Idaho,Jefferson,Jefferson,0,6,921868329.3,0,0,281,0,1,3,0,17,12,38,0,0,0,0,0,0,0,33,0,3,0,6,6,5,405,16,51,16051,1387,424,66,153,61,56,32,25,31,79,183,135,27,138,168,118,66,80,25,13,48,33,19,38,42,24,22,42,28,47,22,14,4,3,1,6
4454,Idaho,Jefferson,Jefferson,0,6,1062477388,0,0,62,0,5,0,37,0,55,17,4,0,76,0,14,0,2,0,0,10,0,16,11,3,312,16,51,16051,1089,311,29,125,21,32,46,31,27,58,134,99,20,100,124,87,30,58,18,9,35,24,14,28,31,18,16,31,20,35,16,10,3,2,1,6
4455,Idaho,Jerome,Jerome,0,4,114464232.3,0,0,244,0,0,6,0,2,2,0,38,0,0,0,20,14,0,0,0,0,0,0,0,1,327,16,53,16053,609,189,25,54,38,27,14,17,14,40,79,50,20,65,80,44,25,41,9,8,19,11,18,22,8,12,14,24,10,16,11,2,3,2,1,4
4456,Idaho,Jerome,Jerome,0,4,636401049.6,0,0,45,0,0,14,0,15,0,15,0,0,0,0,0,0,0,0,0,8,0,5,0,0,102,16,53,16053,668,216,27,57,25,65,28,4,10,43,85,74,14,65,82,69,26,43,12,10,15,14,14,17,25,13,13,14,19,22,17,2,5,4,1,4
4457,Idaho,Jerome,Jerome,0,4,206466342.1,0,0,311,0,0,0,0,27,8,35,0,3,0,0,0,30,0,0,0,0,0,12,2,19,447,16,53,16053,760,269,61,105,26,39,26,6,6,52,106,94,17,81,103,85,61,53,15,13,18,18,17,20,34,16,17,16,22,27,21,2,7,6,1,4
4458,Idaho,Jerome,Jerome,0,4,152168818.2,0,0,76,0,0,37,1,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,5,125,16,53,16053,636,225,34,80,25,42,27,8,9,44,89,78,14,68,87,70,35,44,13,11,15,15,14,16,29,14,14,14,19,23,17,2,6,5,1,4
4459,Idaho,Jerome,Jerome,0,4,10881193.06,0,0,0,0,7,6,0,0,4,30,0,6,0,0,0,4,2,0,0,0,0,0,8,1,68,16,53,16053,668,229,57,76,70,8,14,4,0,45,90,80,14,68,88,73,57,45,13,11,15,15,14,17,29,14,14,14,19,23,18,2,6,5,1,4
4460,Idaho,Jerome,Jerome,0,4,36038555.72,0,0,30,0,2,2,0,0,8,0,0,0,0,0,89,2,2,0,0,3,0,5,0,13,156,16,53,16053,638,242,46,77,63,27,24,3,2,48,95,84,15,73,94,75,46,47,14,12,16,16,15,18,31,15,15,15,20,25,19,2,6,5,1,4
4461,Idaho,Jerome,Jerome,0,4,34281750.76,0,0,0,0,3,0,0,1,82,0,0,0,0,0,0,0,0,0,0,2,0,0,12,0,100,16,53,16053,63,29,6,7,2,7,7,0,0,6,11,10,2,7,9,13,5,6,1,1,2,1,2,3,2,1,1,2,4,3,3,1,0,0,1,4
4462,Idaho,Jerome,Jerome,0,4,119449484,0,0,231,0,0,2,19,15,15,3,0,0,0,0,0,0,0,0,0,0,9,11,39,0,344,16,53,16053,431,146,25,36,37,25,9,5,9,32,58,47,9,40,50,56,25,31,7,7,9,7,10,17,11,7,5,10,19,17,13,5,2,1,1,4
4463,Idaho,Jerome,Jerome,0,4,6621827.373,0,0,19,0,31,29,2,32,29,40,18,31,290,0,0,0,23,1,53,336,0,35,12,162,1143,16,53,16053,6335,2198,429,629,368,348,245,95,84,494,963,516,225,801,879,518,430,493,175,111,176,98,241,216,96,118,156,293,149,201,98,27,31,11,1,4
4464,Idaho,Jerome,Jerome,0,4,25709270.95,0,0,59,0,0,13,4,0,5,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,180,16,53,16053,645,208,52,85,17,17,26,11,0,45,88,57,18,68,76,64,51,46,14,11,15,9,19,22,11,10,11,22,21,22,13,5,3,1,1,4
4465,Idaho,Jerome,Jerome,0,4,30622905.27,0,0,5,0,0,8,16,0,0,5,0,0,0,0,0,0,0,0,0,2,0,7,0,0,43,16,53,16053,655,212,40,73,36,18,25,15,5,46,88,56,22,73,90,49,40,46,11,9,21,12,20,25,8,14,16,27,12,17,13,2,4,2,1,4
4466,Idaho,Jerome,Jerome,0,4,25908815.73,0,0,108,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,6,0,123,16,53,16053,662,208,36,64,38,31,22,10,7,44,87,55,22,71,88,49,35,45,10,8,21,12,20,25,8,13,15,27,11,17,12,2,4,2,1,4
4467,Idaho,Jerome,Jerome,0,4,16703606.54,0,0,47,0,0,20,16,13,7,3,0,0,0,0,0,0,2,0,0,0,0,0,3,0,111,16,53,16053,541,167,41,42,28,12,24,9,11,36,68,50,13,50,61,56,40,36,8,8,13,8,13,20,9,9,8,15,17,17,13,4,2,1,1,4
4468,Idaho,Jerome,Jerome,0,4,2703638.493,0,0,117,0,0,18,115,134,175,237,30,12,0,0,4,29,16,2,25,51,13,66,36,156,1236,16,53,16053,2547,880,186,276,117,93,100,89,19,202,399,259,20,440,305,135,186,202,87,77,74,93,109,51,86,48,51,69,75,28,0,0,21,10,1,4
4469,Idaho,Jerome,Jerome,0,4,7716518.023,0,0,253,0,0,26,1125,109,530,332,3,42,19,0,0,11,9,0,11,8,8,160,17,73,2736,16,53,16053,1613,532,101,149,108,123,17,21,13,116,213,170,33,152,178,202,101,117,27,27,35,26,37,64,35,24,19,36,70,60,46,18,6,3,1,4
4470,Idaho,Jerome,Jerome,0,4,94664589.75,0,0,323,0,0,35,32,7,57,93,0,7,0,0,0,1,7,0,30,4,12,17,15,2,642,16,53,16053,4082,1351,224,514,157,195,109,82,70,295,537,434,85,371,451,529,225,295,65,66,87,62,91,166,88,60,46,91,181,157,122,48,14,6,1,4
4471,Idaho,Jerome,Jerome,0,4,37541150.46,0,0,308,0,20,37,11,12,30,96,0,0,0,0,0,0,6,0,0,10,0,1,10,0,541,16,53,16053,715,239,38,88,54,29,16,6,8,52,95,77,15,66,80,93,39,52,12,12,15,11,16,29,16,11,8,16,32,28,22,9,3,1,1,4
4472,Idaho,Latah,Latah,0,2,436932678.5,0,0,21,0,1,1,18,2,15,11,0,0,0,0,64,1,11,0,0,5,0,2,0,18,170,16,57,16057,1185,476,92,236,63,56,12,10,7,148,186,122,20,131,182,163,91,148,24,17,27,41,22,33,31,40,17,61,53,46,52,12,1,0,1,2
4473,Idaho,Latah,Latah,0,2,1608299.515,0,0,11,0,4,0,0,0,0,0,3,3,97,0,0,4,0,0,0,6,0,7,0,2,137,16,57,16057,994,425,100,200,57,36,25,4,3,132,166,109,18,115,163,147,101,132,21,15,24,36,19,30,27,36,16,54,47,41,46,11,1,0,1,2
4474,Idaho,Latah,Latah,0,2,563225495.1,0,0,81,0,3,55,183,6,109,1,12,10,0,0,271,6,14,0,14,1,9,8,46,18,847,16,57,16057,3929,1578,309,738,227,186,83,27,8,439,569,513,57,413,550,615,310,440,77,72,76,115,73,110,85,107,61,187,194,193,143,52,17,16,1,2
4475,Idaho,Latah,Latah,0,2,86858162.82,0,0,3,0,0,36,3,97,1,0,0,0,0,0,0,2,0,0,0,3,0,0,1,0,146,16,57,16057,628,283,53,124,38,50,14,3,1,76,121,82,4,110,70,103,53,75,35,12,23,20,20,12,13,11,10,24,35,33,15,7,8,4,1,2
4476,Idaho,Latah,Latah,0,2,374778564.9,0.14,0.06,1,16,0,13,2,0,2,4,0,0,0,0,0,2,0,0,0,0,12,0,0,1,53,16,57,16057,1609,634,115,297,104,61,47,5,5,155,255,210,14,162,207,265,115,155,37,22,31,33,39,38,38,33,31,67,89,96,37,22,15,8,1,2
4477,Idaho,Latah,Latah,0,2,1067681322,0.11,0.05,28,0,0,2,0,48,5,2,4,3,55,0,0,0,2,0,0,4,0,17,1,6,177,16,57,16057,1118,470,98,212,73,58,11,7,11,124,163,171,12,106,163,201,99,124,17,20,21,26,22,31,26,29,21,56,62,72,39,16,5,5,1,2
4478,Idaho,Latah,Latah,0,2,182545733.9,0,0,47,0,0,12,8,1,29,32,3,2,0,0,63,0,1,0,5,8,0,8,16,2,237,16,57,16057,1358,580,129,299,63,50,28,3,8,144,212,213,11,133,187,260,129,144,24,22,27,27,33,35,32,29,27,64,85,96,39,21,11,8,1,2
4479,Idaho,Latah,Latah,0,2,5541164.311,0,0,0,0,0,5,1,31,4,0,2,0,74,0,0,2,1,0,0,0,0,2,0,0,122,16,57,16057,617,281,37,182,49,9,2,2,0,71,119,86,5,74,84,123,37,71,16,8,16,14,20,14,17,12,12,29,44,41,16,9,8,4,1,2
4480,Idaho,Latah,Latah,0,2,7078924.388,0,0,0,0,0,21,2,17,7,6,1,0,59,0,0,0,0,7,2,0,0,0,2,6,130,16,57,16057,982,379,70,114,44,15,121,14,1,96,161,116,6,99,116,164,70,96,22,10,21,19,27,19,23,17,17,40,60,55,22,12,11,5,1,2
4481,Idaho,Latah,Latah,0,2,4562553.422,0,0,0,0,0,70,29,58,764,1,121,104,0,0,29,58,107,1,14,260,3,676,90,7,2392,16,57,16057,3386,1606,623,531,142,170,21,94,25,404,656,490,56,895,323,388,623,404,258,110,93,191,243,130,55,36,24,78,177,122,43,3,33,10,1,2
4482,Idaho,Latah,Latah,0,2,19308344.07,0,0,3,0,0,111,4,13,374,4,63,70,255,0,169,46,129,0,83,408,46,425,111,205,2519,16,57,16057,12779,5297,1250,2202,847,593,237,85,83,1294,2095,1673,235,1950,1505,1842,1250,1293,546,319,239,492,354,399,216,253,168,469,605,481,303,177,164,115,1,2
4483,Idaho,Latah,Latah,0,2,4796963.359,0,0,0,0,1,23,39,25,246,0,35,54,40,3434,0,19,101,6,30,581,32,452,11,229,5358,16,57,16057,3021,1457,257,649,276,90,161,16,8,439,639,359,20,1077,139,241,257,438,443,128,225,183,98,39,3,39,20,38,49,53,58,11,48,22,1,2
4484,Idaho,Latah,Latah,0,2,34993965.43,0.18,0.08,46,0,0,49,73,41,11,6,0,0,0,0,0,18,142,6,50,143,3,28,52,9,677,16,57,16057,2552,1242,367,552,178,88,16,12,29,366,545,311,20,885,141,216,367,367,364,106,185,151,79,37,7,38,21,38,42,53,51,12,40,18,1,2
4485,Idaho,Lemhi,Lemhi,0,6,3991841855,0,0,26,0,0,30,1,0,99,0,2,3,29,0,9,0,9,0,36,35,0,15,15,16,325,16,59,16059,2148,923,165,543,137,54,11,7,6,365,249,290,19,361,257,305,165,365,72,46,81,84,78,29,27,41,51,109,101,109,43,2,25,25,1,6
4486,Idaho,Lemhi,Lemhi,0,6,1442899091,0,0,5,0,0,1,1,0,0,0,0,0,6,0,1,0,0,0,0,0,0,4,0,0,18,16,59,16059,222,106,29,38,34,3,0,2,0,43,25,36,2,41,30,35,29,43,8,5,9,10,9,3,3,5,7,12,12,13,5,0,3,3,1,6
4487,Idaho,Lemhi,Lemhi,0,6,39052903.84,0,0,11,10,2,81,76,31,198,7,47,30,115,0,48,17,48,10,33,328,25,186,95,191,1589,16,59,16059,3652,1673,340,729,215,219,96,59,15,487,780,355,51,727,491,455,341,487,143,107,200,157,120,64,67,73,72,215,170,143,101,10,15,17,1,6
4488,Idaho,Lemhi,Lemhi,0,6,6350181724,0,0,0,0,0,18,7,3,12,6,0,6,8,0,0,4,3,0,6,1,3,2,3,136,218,16,59,16059,1834,874,246,514,55,24,9,7,19,239,433,175,27,385,258,231,246,239,74,57,110,83,61,33,36,40,38,111,88,72,56,5,5,5,1,6
4489,Idaho,Lewis,Lewis,0,2,4236360.833,0,0,20,1,3,19,134,6,170,0,7,26,122,0,0,15,0,0,15,85,90,40,5,14,772,16,61,16061,1481,681,199,270,84,88,20,13,7,371,182,115,13,359,207,115,199,371,51,79,112,53,64,37,45,39,23,63,85,25,3,2,0,0,1,2
4490,Idaho,Lewis,Lewis,0,2,486083694.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,16,61,16061,395,159,40,75,5,11,14,9,5,59,51,49,0,56,56,47,40,58,9,16,11,9,11,13,18,7,7,11,21,15,8,2,1,1,1,2
4491,Idaho,Lewis,Lewis,0,2,301140257.7,0,0,33,1,0,22,40,94,13,60,0,1,0,0,95,0,7,0,1,26,5,11,5,50,464,16,61,16061,1309,567,133,233,45,96,25,13,22,206,183,177,1,196,199,172,133,205,32,57,37,31,39,45,64,26,25,39,74,54,28,9,3,4,1,2
4492,Idaho,Lewis,Lewis,0,2,451139001.8,0,0,0,0,0,3,0,29,6,1,0,0,0,0,0,0,0,0,0,0,0,4,0,6,49,16,61,16061,562,250,72,111,15,15,27,5,5,42,168,40,0,86,43,121,72,43,25,39,7,7,8,10,14,5,6,8,16,94,6,2,1,1,1,2
4493,Idaho,Lincoln,Lincoln,0,4,496847103.9,0,0,165,0,0,19,2,0,7,6,0,0,0,0,0,0,0,0,0,22,1,0,1,6,229,16,63,16063,620,222,79,44,11,16,64,4,4,49,80,76,17,66,81,75,80,49,10,11,15,19,11,18,14,13,16,20,34,20,9,5,5,2,1,4
4494,Idaho,Lincoln,Lincoln,0,4,1972967.208,0,0,32,0,48,16,1,0,21,0,0,9,0,0,0,5,0,0,43,44,0,3,2,199,423,16,63,16063,856,297,58,102,38,32,36,10,21,65,108,102,22,87,108,102,57,66,13,14,20,25,15,24,18,18,21,27,46,27,12,7,7,2,1,4
4495,Idaho,Lincoln,Lincoln,0,4,1897648.647,0,0,0,0,0,1,1,4,33,0,0,0,0,0,125,3,0,0,0,57,0,0,2,0,226,16,63,16063,690,279,135,54,31,27,21,6,5,62,101,95,21,82,103,94,136,62,12,13,19,24,14,23,17,17,20,26,43,25,11,7,7,2,1,4
4496,Idaho,Lincoln,Lincoln,0,4,196952758.8,0,0,8,0,2,40,0,0,5,0,0,3,0,0,0,0,14,0,0,5,2,24,1,0,104,16,63,16063,783,221,11,55,24,14,67,2,48,49,80,76,16,66,81,74,11,49,10,11,15,19,11,18,14,13,16,20,34,20,9,5,5,2,1,4
4497,Idaho,Lincoln,Lincoln,0,4,823703218.4,0,0,14,0,0,23,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,39,16,63,16063,411,135,13,77,11,17,8,4,5,30,49,46,10,39,49,47,13,30,6,6,9,11,7,11,8,8,10,12,21,12,5,3,3,1,1,4
4498,Idaho,Lincoln,Lincoln,0,4,573018894.4,0,0,120,0,0,6,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,134,16,63,16063,441,121,22,37,6,17,12,13,14,27,44,41,9,35,44,42,22,27,5,6,8,10,6,10,7,7,9,11,19,11,5,3,3,1,1,4
4499,Idaho,Lincoln,Lincoln,0,4,22186909.41,0,0,0,0,0,8,97,0,5,3,1,0,0,0,50,0,0,0,0,2,0,0,1,9,176,16,63,16063,646,223,21,109,34,32,14,6,7,49,81,76,17,66,82,75,22,49,10,11,15,19,11,18,14,13,16,21,34,20,9,5,5,2,1,4
4500,Idaho,Lincoln,Lincoln,0,4,156923769.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,63,16063,36,13,1,9,2,1,0,0,0,3,5,4,1,5,5,3,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,1,4
4501,Idaho,Lincoln,Lincoln,0,4,70948093.29,0,0,18,0,0,2,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,6,0,3,89,16,63,16063,671,190,6,65,28,14,40,19,18,42,69,65,14,56,70,64,7,42,8,9,13,16,10,15,12,11,14,18,29,17,7,5,5,1,1,4
4502,Idaho,Lincoln,Lincoln,0,4,776325255.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,63,16063,17,4,0,0,2,0,1,1,0,2,1,1,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4
4503,Idaho,Madison,Madison,0,6,11013095.89,0,0,5,0,13,14,188,362,238,4,43,72,0,0,404,16,74,34,252,187,0,293,42,179,2420,16,65,16065,2637,944,159,376,174,102,71,21,41,182,349,331,82,299,305,340,160,183,61,69,49,94,26,64,60,42,37,102,86,149,46,28,28,2,1,6
4504,Idaho,Madison,Madison,0,6,8788073.731,0,0,50,0,54,87,173,585,592,25,61,218,133,0,1540,126,546,0,134,320,0,436,39,259,5378,16,65,16065,15486,4474,442,1514,846,399,464,584,225,686,1879,1534,375,2695,942,837,442,687,779,716,391,471,338,191,144,157,175,275,322,202,148,24,52,88,1,6
4505,Idaho,Madison,Madison,0,6,13692660.03,0,0,30,0,0,13,28,23,629,71,0,22,207,0,0,32,109,1,86,1019,34,103,25,15,2447,16,65,16065,5760,1636,120,396,504,172,115,207,122,289,603,555,189,439,490,707,121,289,64,76,78,161,60,97,81,89,57,166,150,298,126,61,55,19,1,6
4506,Idaho,Madison,Madison,0,6,104948667.5,0,0,22,0,0,91,19,108,82,8,0,1,32,0,0,15,2,0,31,15,12,26,3,0,467,16,65,16065,2504,736,120,250,98,99,69,68,32,131,257,265,83,224,237,275,119,130,24,28,63,57,52,69,42,32,26,68,67,113,40,22,23,11,1,6
4507,Idaho,Madison,Madison,0,6,164448995.7,0,0,48,0,0,56,1,10,15,83,0,0,20,0,4,2,20,0,6,1,0,0,6,2,274,16,65,16065,3579,989,134,438,110,109,68,72,58,180,335,362,112,196,375,418,135,180,29,42,29,70,26,78,76,47,45,129,98,178,60,40,42,1,1,6
4508,Idaho,Madison,Madison,0,6,2510222.623,0,0,54,0,0,0,0,0,0,0,0,2,203,0,0,3,2,0,1,1,0,0,3,2,271,16,65,16065,1442,401,121,61,35,83,47,33,21,73,135,147,46,77,152,172,121,73,12,17,11,28,9,31,31,19,18,53,40,73,25,16,17,0,1,6
4509,Idaho,Madison,Madison,0,6,822057844.7,0,0,180,2,0,24,243,27,20,38,0,1,0,0,108,1,10,14,4,4,0,29,32,13,750,16,65,16065,1957,546,85,183,113,53,47,40,25,92,223,166,65,200,106,240,85,92,28,28,41,73,30,20,7,34,11,34,44,99,53,18,12,14,1,6
4510,Idaho,Madison,Madison,0,6,98291964.59,0,0,26,0,0,58,66,179,7,86,0,0,41,0,0,2,4,0,7,1,0,21,4,0,502,16,65,16065,3135,885,88,231,99,109,241,67,50,155,312,317,101,311,262,312,88,155,27,29,101,71,83,91,42,36,27,66,78,126,46,22,22,20,1,6
4511,Idaho,Minidoka,Manidoka,0,4,1232375496,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,4,10,143,16,67,16067,693,204,24,69,22,42,18,14,15,52,66,65,21,45,78,81,24,53,9,4,7,13,12,10,20,7,9,32,28,27,12,2,4,9,1,4
4512,Idaho,Minidoka,Manidoka,0,4,102424819.5,0,0,172,0,0,9,0,65,0,4,0,0,0,0,0,0,5,0,0,0,0,3,0,0,258,16,67,16067,622,187,23,69,31,21,18,18,7,48,61,59,19,40,73,74,22,48,8,3,6,12,11,10,18,7,9,29,25,25,11,2,4,8,1,4
4513,Idaho,Minidoka,Manidoka,0,4,269922821.3,0,0,56,0,0,12,7,46,18,18,0,5,0,0,0,0,0,0,1,1,0,6,12,0,182,16,67,16067,1327,446,69,168,49,77,40,24,19,133,161,130,22,166,144,136,69,134,27,14,44,46,35,20,28,31,15,50,42,44,21,13,8,10,1,4
4514,Idaho,Minidoka,Manidoka,0,4,820946.6973,0,0,73,0,0,55,0,2,6,7,1,0,40,0,6,0,0,0,0,0,0,0,0,1,191,16,67,16067,677,259,66,72,29,67,12,8,5,78,93,75,13,96,84,79,66,78,15,8,26,27,20,12,16,18,9,29,24,25,12,7,5,6,1,4
4515,Idaho,Minidoka,Manidoka,0,4,23902560.95,0,0,69,0,5,10,48,117,2,5,20,0,0,0,89,27,24,0,5,0,0,13,15,24,473,16,67,16067,1283,450,95,155,85,50,24,15,26,123,177,123,27,154,164,132,96,122,24,23,40,40,27,35,35,24,19,51,43,41,23,12,4,9,1,4
4516,Idaho,Minidoka,Manidoka,0,4,15557535.21,0,0,11,0,0,16,0,1,7,0,0,2,92,0,0,0,0,0,0,0,0,0,9,0,138,16,67,16067,603,228,26,110,21,25,37,8,1,63,89,62,14,79,80,69,27,63,13,11,21,21,13,19,18,12,9,22,24,21,12,7,2,2,1,4
4517,Idaho,Minidoka,Manidoka,0,4,34960222.65,0,0,26,0,0,80,24,3,17,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,16,67,16067,407,148,40,53,29,14,6,4,2,44,54,43,7,55,47,46,39,44,9,5,15,15,11,7,9,10,5,16,14,14,7,4,3,3,1,4
4518,Idaho,Minidoka,Manidoka,0,4,37946743.69,0,0,26,10,0,25,39,40,50,37,23,0,0,0,0,0,3,0,4,0,0,10,13,0,280,16,67,16067,778,284,30,161,36,15,33,7,2,75,114,76,19,97,103,84,30,76,16,15,26,25,15,27,24,13,12,27,32,25,15,10,1,1,1,4
4519,Idaho,Minidoka,Manidoka,0,4,4764052.968,0,0,17,0,24,17,25,6,68,2,0,4,0,0,36,0,7,0,2,10,0,56,2,30,306,16,67,16067,2102,755,199,299,112,69,33,28,15,201,303,201,50,256,273,226,200,201,41,40,69,66,40,72,63,35,32,71,84,68,40,26,3,3,1,4
4520,Idaho,Minidoka,Manidoka,0,4,42720413.06,0,0,0,0,1,18,51,16,3,6,12,0,0,0,0,1,0,0,0,2,8,0,6,0,124,16,67,16067,1408,495,111,181,72,51,31,32,17,133,188,151,23,157,207,131,112,134,41,23,34,35,24,44,37,30,35,61,49,52,16,10,1,4,1,4
4521,Idaho,Minidoka,Manidoka,0,4,1380263.6,0,0,0,0,0,3,0,20,42,20,0,0,0,0,0,1,0,0,0,5,0,0,0,1,92,16,67,16067,701,257,53,99,48,31,18,6,2,68,103,69,17,88,93,76,53,68,14,14,23,23,14,24,22,12,11,24,29,23,14,9,1,1,1,4
4522,Idaho,Minidoka,Manidoka,0,4,33058405.88,0,0,10,0,4,8,45,43,98,8,0,40,0,0,0,1,15,0,0,15,0,21,12,91,411,16,67,16067,1932,704,196,222,115,100,32,26,13,193,255,236,20,211,326,167,197,193,75,29,36,40,31,59,47,50,66,104,61,82,11,5,0,8,1,4
4523,Idaho,Minidoka,Manidoka,0,4,812044.8276,0,0,57,0,0,10,44,5,135,6,12,0,48,0,5,1,0,0,0,0,0,54,22,3,402,16,67,16067,1233,446,128,121,57,65,42,23,10,122,162,150,12,132,208,106,129,122,47,19,22,25,19,37,30,32,42,67,38,52,7,2,0,6,1,4
4524,Idaho,Minidoka,Manidoka,0,4,29953825.22,0,0,8,0,0,1,17,91,8,8,0,0,0,0,0,0,1,0,0,25,3,0,0,0,162,16,67,16067,604,227,51,87,35,33,7,10,4,63,80,76,8,65,103,59,49,62,23,8,11,13,10,18,16,15,20,34,21,27,4,1,1,4,1,4
4525,Idaho,Minidoka,Manidoka,0,4,3388819.571,0,0,220,0,48,60,166,58,116,91,75,38,42,0,53,16,64,0,4,138,7,98,19,200,1513,16,67,16067,2766,1009,177,393,136,159,73,51,20,243,431,269,66,301,441,267,177,243,37,84,67,68,45,96,90,37,58,160,60,90,55,8,0,55,1,4
