STDM_TAZ,State,County,MPO,ITDDist,Area,CNTYFIPS,sector,size,pfirmID
1056,Idaho,Ada,COMPASS,3,311183.1005,16001,Households,4,4076
1057,Idaho,Ada,COMPASS,3,736226.1043,16001,Households,38,4077
1058,Idaho,Ada,COMPASS,3,261893.0162,16001,Households,1,4078
1059,Idaho,Ada,COMPASS,3,565341.4712,16001,Households,3,4079
1060,Idaho,Ada,COMPASS,3,390144.1113,16001,Households,4,4080
1061,Idaho,Ada,COMPASS,3,301462.2854,16001,Constr,11,4081
1061,Idaho,Ada,COMPASS,3,301462.2854,16001,Households,1,4082
1061,Idaho,Ada,COMPASS,3,301462.2854,16001,Manuf,17,4083
1061,Idaho,Ada,COMPASS,3,301462.2854,16001,Retail,5,4084
1061,Idaho,Ada,COMPASS,3,301462.2854,16001,Service,33,4085
1061,Idaho,Ada,COMPASS,3,301462.2854,16001,Trawhse,34,4086
1061,Idaho,Ada,COMPASS,3,301462.2854,16001,Whlsale,12,4087
1062,Idaho,Ada,COMPASS,3,281165.1443,16001,Retail,40,4088
1062,Idaho,Ada,COMPASS,3,281165.1443,16001,Trawhse,1,4089
1062,Idaho,Ada,COMPASS,3,281165.1443,16001,Whlsale,335,4090
1063,Idaho,Ada,COMPASS,3,685028.9965,16001,Constr,17,4091
1063,Idaho,Ada,COMPASS,3,685028.9965,16001,Education,23,4092
1063,Idaho,Ada,COMPASS,3,685028.9965,16001,Households,10,4093
1063,Idaho,Ada,COMPASS,3,685028.9965,16001,Manuf,2,4094
1063,Idaho,Ada,COMPASS,3,685028.9965,16001,Public,5,4095
1063,Idaho,Ada,COMPASS,3,685028.9965,16001,Retail,161,4096
1063,Idaho,Ada,COMPASS,3,685028.9965,16001,Service,639,4097
1063,Idaho,Ada,COMPASS,3,685028.9965,16001,Trawhse,34,4098
1064,Idaho,Ada,COMPASS,3,1060040.652,16001,Constr,5,4099
1064,Idaho,Ada,COMPASS,3,1060040.652,16001,Education,18,4100
1064,Idaho,Ada,COMPASS,3,1060040.652,16001,Households,639,4101
1064,Idaho,Ada,COMPASS,3,1060040.652,16001,Service,19,4102
1065,Idaho,Ada,COMPASS,3,633454.2839,16001,Constr,3,4103
1065,Idaho,Ada,COMPASS,3,633454.2839,16001,Education,3,4104
1065,Idaho,Ada,COMPASS,3,633454.2839,16001,Households,414,4105
1065,Idaho,Ada,COMPASS,3,633454.2839,16001,Service,20,4106
1065,Idaho,Ada,COMPASS,3,633454.2839,16001,Whlsale,3,4107
1066,Idaho,Ada,COMPASS,3,248101.1583,16001,Constr,61,4108
1066,Idaho,Ada,COMPASS,3,248101.1583,16001,Education,200,4109
1066,Idaho,Ada,COMPASS,3,248101.1583,16001,Households,62,4110
1066,Idaho,Ada,COMPASS,3,248101.1583,16001,Public,15,4111
1066,Idaho,Ada,COMPASS,3,248101.1583,16001,Service,184,4112
1067,Idaho,Ada,COMPASS,3,499594.1246,16001,Households,353,4113
1067,Idaho,Ada,COMPASS,3,499594.1246,16001,Service,18,4114
1067,Idaho,Ada,COMPASS,3,499594.1246,16001,Trawhse,6,4115
1067,Idaho,Ada,COMPASS,3,499594.1246,16001,Whlsale,16,4116
1068,Idaho,Ada,COMPASS,3,325714.7615,16001,Constr,5,4117
1068,Idaho,Ada,COMPASS,3,325714.7615,16001,Households,135,4118
1068,Idaho,Ada,COMPASS,3,325714.7615,16001,Public,1,4119
1068,Idaho,Ada,COMPASS,3,325714.7615,16001,Retail,3,4120
1068,Idaho,Ada,COMPASS,3,325714.7615,16001,Service,171,4121
1068,Idaho,Ada,COMPASS,3,325714.7615,16001,Whlsale,4,4122
1069,Idaho,Ada,COMPASS,3,227840.8593,16001,Constr,1,4123
1069,Idaho,Ada,COMPASS,3,227840.8593,16001,Households,12,4124
1069,Idaho,Ada,COMPASS,3,227840.8593,16001,Public,1,4125
1069,Idaho,Ada,COMPASS,3,227840.8593,16001,Retail,22,4126
1069,Idaho,Ada,COMPASS,3,227840.8593,16001,Service,13,4127
1069,Idaho,Ada,COMPASS,3,227840.8593,16001,Whlsale,10,4128
1070,Idaho,Ada,COMPASS,3,580007.6327,16001,Households,164,4129
1070,Idaho,Ada,COMPASS,3,580007.6327,16001,Retail,2,4130
1070,Idaho,Ada,COMPASS,3,580007.6327,16001,Service,3,4131
1071,Idaho,Ada,COMPASS,3,383912.5971,16001,Households,210,4132
1071,Idaho,Ada,COMPASS,3,383912.5971,16001,Manuf,2,4133
1071,Idaho,Ada,COMPASS,3,383912.5971,16001,Retail,4,4134
1071,Idaho,Ada,COMPASS,3,383912.5971,16001,Service,22,4135
1071,Idaho,Ada,COMPASS,3,383912.5971,16001,Whlsale,4,4136
1072,Idaho,Ada,COMPASS,3,501329.0644,16001,Constr,17,4137
1072,Idaho,Ada,COMPASS,3,501329.0644,16001,Households,293,4138
1072,Idaho,Ada,COMPASS,3,501329.0644,16001,Service,3,4139
1073,Idaho,Ada,COMPASS,3,312393.4179,16001,Constr,2,4140
1073,Idaho,Ada,COMPASS,3,312393.4179,16001,Manuf,162,4141
1073,Idaho,Ada,COMPASS,3,312393.4179,16001,Public,2,4142
1073,Idaho,Ada,COMPASS,3,312393.4179,16001,Retail,499,4143
1073,Idaho,Ada,COMPASS,3,312393.4179,16001,Service,50,4144
1073,Idaho,Ada,COMPASS,3,312393.4179,16001,Trawhse,2,4145
1073,Idaho,Ada,COMPASS,3,312393.4179,16001,Whlsale,2,4146
1074,Idaho,Ada,COMPASS,3,312817.6213,16001,Agfor,19,4147
1074,Idaho,Ada,COMPASS,3,312817.6213,16001,Retail,74,4148
1074,Idaho,Ada,COMPASS,3,312817.6213,16001,Service,64,4149
1074,Idaho,Ada,COMPASS,3,312817.6213,16001,Whlsale,57,4150
1075,Idaho,Ada,COMPASS,3,683067.418,16001,Households,5,4151
1075,Idaho,Ada,COMPASS,3,683067.418,16001,Service,1,4152
1076,Idaho,Ada,COMPASS,3,1095848.798,16001,Constr,5,4153
1076,Idaho,Ada,COMPASS,3,1095848.798,16001,Households,470,4154
1076,Idaho,Ada,COMPASS,3,1095848.798,16001,Retail,18,4155
1076,Idaho,Ada,COMPASS,3,1095848.798,16001,Service,10,4156
1076,Idaho,Ada,COMPASS,3,1095848.798,16001,Whlsale,1,4157
1077,Idaho,Ada,COMPASS,3,260147.3918,16001,Households,2,4158
1077,Idaho,Ada,COMPASS,3,260147.3918,16001,Service,8,4159
1078,Idaho,Ada,COMPASS,3,360166.1386,16001,Constr,5,4160
1078,Idaho,Ada,COMPASS,3,360166.1386,16001,Households,66,4161
1078,Idaho,Ada,COMPASS,3,360166.1386,16001,Manuf,3,4162
1078,Idaho,Ada,COMPASS,3,360166.1386,16001,Retail,3,4163
1078,Idaho,Ada,COMPASS,3,360166.1386,16001,Service,1,4164
1078,Idaho,Ada,COMPASS,3,360166.1386,16001,Whlsale,1,4165
1079,Idaho,Ada,COMPASS,3,182792.9578,16001,Households,34,4166
1079,Idaho,Ada,COMPASS,3,182792.9578,16001,Public,2,4167
1079,Idaho,Ada,COMPASS,3,182792.9578,16001,Retail,109,4168
1079,Idaho,Ada,COMPASS,3,182792.9578,16001,Service,14,4169
1079,Idaho,Ada,COMPASS,3,182792.9578,16001,Whlsale,12,4170
1080,Idaho,Ada,COMPASS,3,168877.3337,16001,Households,8,4171
1081,Idaho,Ada,COMPASS,3,163576.3004,16001,Households,7,4172
1082,Idaho,Ada,COMPASS,3,646385.74,16001,Households,15,4173
1083,Idaho,Ada,COMPASS,3,650746.0919,16001,Households,25,4174
1083,Idaho,Ada,COMPASS,3,650746.0919,16001,Service,1,4175
1084,Idaho,Ada,COMPASS,3,651438.5804,16001,Households,14,4176
1085,Idaho,Ada,COMPASS,3,648604.4405,16001,Households,19,4177
1085,Idaho,Ada,COMPASS,3,648604.4405,16001,Service,6,4178
1086,Idaho,Ada,COMPASS,3,649702.6032,16001,Households,20,4179
1086,Idaho,Ada,COMPASS,3,649702.6032,16001,Service,5,4180
1087,Idaho,Ada,COMPASS,3,926017.912,16001,Constr,38,4181
1087,Idaho,Ada,COMPASS,3,926017.912,16001,Households,38,4182
1087,Idaho,Ada,COMPASS,3,926017.912,16001,Service,9,4183
1088,Idaho,Ada,COMPASS,3,1026856.139,16001,Constr,2,4184
1088,Idaho,Ada,COMPASS,3,1026856.139,16001,Households,74,4185
1088,Idaho,Ada,COMPASS,3,1026856.139,16001,Service,3,4186
1089,Idaho,Ada,COMPASS,3,644294.9757,16001,Constr,6,4187
1089,Idaho,Ada,COMPASS,3,644294.9757,16001,Households,15,4188
1089,Idaho,Ada,COMPASS,3,644294.9757,16001,Service,9,4189
1090,Idaho,Ada,COMPASS,3,710501.0323,16001,Households,28,4190
1091,Idaho,Ada,COMPASS,3,661140.8407,16001,Households,11,4191
1092,Idaho,Ada,COMPASS,3,657158.8503,16001,Households,7,4192
1093,Idaho,Ada,COMPASS,3,682126.1358,16001,Households,8,4193
1094,Idaho,Ada,COMPASS,3,663016.5902,16001,Households,15,4194
1095,Idaho,Ada,COMPASS,3,659816.7614,16001,Households,6,4195
1096,Idaho,Ada,COMPASS,3,646624.4131,16001,Households,13,4196
1097,Idaho,Ada,COMPASS,3,652180.2157,16001,Households,4,4197
1098,Idaho,Ada,COMPASS,3,644782.6539,16001,Households,7,4198
1099,Idaho,Ada,COMPASS,3,636308.6449,16001,Households,13,4199
1100,Idaho,Ada,COMPASS,3,649023.2749,16001,Households,8,4200
1100,Idaho,Ada,COMPASS,3,649023.2749,16001,Service,1,4201
1101,Idaho,Ada,COMPASS,3,648788.9576,16001,Agfor,17,4202
1101,Idaho,Ada,COMPASS,3,648788.9576,16001,Households,4,4203
1102,Idaho,Ada,COMPASS,3,659831.7647,16001,Households,11,4204
1103,Idaho,Ada,COMPASS,3,644417.2581,16001,Households,10,4205
1104,Idaho,Ada,COMPASS,3,646382.4904,16001,Households,13,4206
1105,Idaho,Ada,COMPASS,3,626865.5818,16001,Households,7,4207
1106,Idaho,Ada,COMPASS,3,641078.2794,16001,Households,23,4208
1107,Idaho,Ada,COMPASS,3,1314019.747,16001,Households,15,4209
1107,Idaho,Ada,COMPASS,3,1314019.747,16001,Service,1,4210
1107,Idaho,Ada,COMPASS,3,1314019.747,16001,Trawhse,1,4211
1108,Idaho,Ada,COMPASS,3,645960.5032,16001,Agfor,2,4212
1108,Idaho,Ada,COMPASS,3,645960.5032,16001,Constr,1,4213
1108,Idaho,Ada,COMPASS,3,645960.5032,16001,Households,7,4214
1109,Idaho,Ada,COMPASS,3,323413.7276,16001,Agfor,6,4215
1109,Idaho,Ada,COMPASS,3,323413.7276,16001,Constr,1,4216
1109,Idaho,Ada,COMPASS,3,323413.7276,16001,Households,9,4217
1110,Idaho,Ada,COMPASS,3,333074.048,16001,Households,6,4218
1111,Idaho,Ada,COMPASS,3,719966.1727,16001,Constr,8,4219
1111,Idaho,Ada,COMPASS,3,719966.1727,16001,Households,242,4220
1111,Idaho,Ada,COMPASS,3,719966.1727,16001,Service,3,4221
1112,Idaho,Ada,COMPASS,3,391864.6825,16001,Households,17,4222
1113,Idaho,Ada,COMPASS,3,222235.4577,16001,Households,16,4223
1114,Idaho,Ada,COMPASS,3,226049.6364,16001,Households,7,4224
1115,Idaho,Ada,COMPASS,3,161839.2493,16001,Households,12,4225
1115,Idaho,Ada,COMPASS,3,161839.2493,16001,Trawhse,3,4226
1116,Idaho,Ada,COMPASS,3,149471.6855,16001,Households,11,4227
1117,Idaho,Ada,COMPASS,3,73253.97354,16001,Households,5,4228
1118,Idaho,Ada,COMPASS,3,575897.4346,16001,Constr,11,4229
1118,Idaho,Ada,COMPASS,3,575897.4346,16001,Education,75,4230
1118,Idaho,Ada,COMPASS,3,575897.4346,16001,Households,29,4231
1118,Idaho,Ada,COMPASS,3,575897.4346,16001,Service,3,4232
1119,Idaho,Ada,COMPASS,3,338562.1524,16001,Constr,3,4233
1119,Idaho,Ada,COMPASS,3,338562.1524,16001,Households,217,4234
1119,Idaho,Ada,COMPASS,3,338562.1524,16001,Service,19,4235
1119,Idaho,Ada,COMPASS,3,338562.1524,16001,Whlsale,2,4236
1121,Idaho,Ada,COMPASS,3,323050.7118,16001,Households,39,4237
1121,Idaho,Ada,COMPASS,3,323050.7118,16001,Whlsale,7,4238
1127,Idaho,Ada,COMPASS,3,1155786.715,16001,Constr,19,4239
1127,Idaho,Ada,COMPASS,3,1155786.715,16001,Households,392,4240
1127,Idaho,Ada,COMPASS,3,1155786.715,16001,Public,1,4241
1127,Idaho,Ada,COMPASS,3,1155786.715,16001,Service,25,4242
1127,Idaho,Ada,COMPASS,3,1155786.715,16001,Whlsale,7,4243
1128,Idaho,Ada,COMPASS,3,861354.1631,16001,Agfor,1,4244
1128,Idaho,Ada,COMPASS,3,861354.1631,16001,Constr,14,4245
1128,Idaho,Ada,COMPASS,3,861354.1631,16001,Households,203,4246
1128,Idaho,Ada,COMPASS,3,861354.1631,16001,Service,13,4247
1129,Idaho,Ada,COMPASS,3,608391.2563,16001,Households,79,4248
1130,Idaho,Ada,COMPASS,3,656401.0706,16001,Households,7,4249
1131,Idaho,Ada,COMPASS,3,654447.9914,16001,Constr,14,4250
1131,Idaho,Ada,COMPASS,3,654447.9914,16001,Households,16,4251
1131,Idaho,Ada,COMPASS,3,654447.9914,16001,Service,14,4252
1132,Idaho,Ada,COMPASS,3,653737.9515,16001,Households,7,4253
1133,Idaho,Ada,COMPASS,3,643066.3561,16001,Households,17,4254
1134,Idaho,Ada,COMPASS,3,652949.0684,16001,Households,9,4255
1134,Idaho,Ada,COMPASS,3,652949.0684,16001,Service,3,4256
1134,Idaho,Ada,COMPASS,3,652949.0684,16001,Trawhse,1,4257
1134,Idaho,Ada,COMPASS,3,652949.0684,16001,Whlsale,2,4258
1135,Idaho,Ada,COMPASS,3,699552.7131,16001,Households,9,4259
1135,Idaho,Ada,COMPASS,3,699552.7131,16001,Service,5,4260
1135,Idaho,Ada,COMPASS,3,699552.7131,16001,Trawhse,2,4261
1135,Idaho,Ada,COMPASS,3,699552.7131,16001,Whlsale,3,4262
1136,Idaho,Ada,COMPASS,3,331353.4529,16001,Households,3,4263
1136,Idaho,Ada,COMPASS,3,331353.4529,16001,Service,1,4264
1136,Idaho,Ada,COMPASS,3,331353.4529,16001,Trawhse,1,4265
1136,Idaho,Ada,COMPASS,3,331353.4529,16001,Whlsale,2,4266
1137,Idaho,Ada,COMPASS,3,326572.8893,16001,Households,4,4267
1138,Idaho,Ada,COMPASS,3,329399.7349,16001,Households,4,4268
1139,Idaho,Ada,COMPASS,3,274196.5505,16001,Households,4,4269
1140,Idaho,Ada,COMPASS,3,651255.0494,16001,Households,9,4270
1140,Idaho,Ada,COMPASS,3,651255.0494,16001,Service,1,4271
1141,Idaho,Ada,COMPASS,3,651438.8058,16001,Constr,1,4272
1141,Idaho,Ada,COMPASS,3,651438.8058,16001,Households,23,4273
1141,Idaho,Ada,COMPASS,3,651438.8058,16001,Service,2,4274
1142,Idaho,Ada,COMPASS,3,621367.2679,16001,Households,9,4275
1143,Idaho,Ada,COMPASS,3,324720.2531,16001,Households,5,4276
1144,Idaho,Ada,COMPASS,3,289854.652,16001,Households,4,4277
1145,Idaho,Ada,COMPASS,3,1342390.177,16001,Households,23,4278
1146,Idaho,Ada,COMPASS,3,1310915.729,16001,Households,23,4279
1146,Idaho,Ada,COMPASS,3,1310915.729,16001,Retail,1,4280
1147,Idaho,Ada,COMPASS,3,433553.8521,16001,Households,7,4281
1147,Idaho,Ada,COMPASS,3,433553.8521,16001,Manuf,2,4282
1147,Idaho,Ada,COMPASS,3,433553.8521,16001,Retail,78,4283
1147,Idaho,Ada,COMPASS,3,433553.8521,16001,Service,35,4284
1147,Idaho,Ada,COMPASS,3,433553.8521,16001,Whlsale,9,4285
1148,Idaho,Ada,COMPASS,3,306689.1508,16001,Manuf,6,4286
1148,Idaho,Ada,COMPASS,3,306689.1508,16001,Retail,122,4287
1148,Idaho,Ada,COMPASS,3,306689.1508,16001,Service,62,4288
1148,Idaho,Ada,COMPASS,3,306689.1508,16001,Whlsale,33,4289
1149,Idaho,Ada,COMPASS,3,651956.2968,16001,Households,7,4290
1150,Idaho,Ada,COMPASS,3,650236.9843,16001,Households,11,4291
1151,Idaho,Ada,COMPASS,3,658472.7632,16001,Households,2,4292
1152,Idaho,Ada,COMPASS,3,645574.7798,16001,Households,1,4293
1153,Idaho,Ada,COMPASS,3,657069.0086,16001,Households,10,4294
1154,Idaho,Ada,COMPASS,3,643874.8409,16001,Households,6,4295
1155,Idaho,Ada,COMPASS,3,659811.5248,16001,Households,2,4296
1156,Idaho,Ada,COMPASS,3,665894.5136,16001,Households,2,4297
1157,Idaho,Ada,COMPASS,3,655101.6025,16001,Households,8,4298
1158,Idaho,Ada,COMPASS,3,649552.9315,16001,Households,6,4299
1158,Idaho,Ada,COMPASS,3,649552.9315,16001,Retail,1,4300
1159,Idaho,Ada,COMPASS,3,656936.7187,16001,Agfor,16,4301
1159,Idaho,Ada,COMPASS,3,656936.7187,16001,Households,11,4302
1160,Idaho,Ada,COMPASS,3,647865.0797,16001,Agfor,2,4303
1160,Idaho,Ada,COMPASS,3,647865.0797,16001,Households,17,4304
1161,Idaho,Ada,COMPASS,3,641879.7419,16001,Households,18,4305
1162,Idaho,Ada,COMPASS,3,639829.8095,16001,Households,10,4306
1163,Idaho,Ada,COMPASS,3,483711.9862,16001,Households,1,4307
1164,Idaho,Ada,COMPASS,3,362269.9476,16001,Households,14,4308
1165,Idaho,Ada,COMPASS,3,454527.2728,16001,Households,4,4309
1166,Idaho,Ada,COMPASS,3,314339.4453,16001,Households,1,4310
1167,Idaho,Ada,COMPASS,3,369221.5854,16001,Households,1,4311
1168,Idaho,Ada,COMPASS,3,333299.7235,16001,Households,9,4312
1170,Idaho,Ada,COMPASS,3,156073.6619,16001,Households,1,4313
1171,Idaho,Ada,COMPASS,3,652563.5828,16001,Households,3,4314
1172,Idaho,Ada,COMPASS,3,654742.9204,16001,Households,5,4315
1173,Idaho,Ada,COMPASS,3,653945.6093,16001,Households,8,4316
1174,Idaho,Ada,COMPASS,3,652639.1358,16001,Households,8,4317
1175,Idaho,Ada,COMPASS,3,786621.8796,16001,Households,10,4318
1176,Idaho,Ada,COMPASS,3,653375.9536,16001,Constr,12,4319
1176,Idaho,Ada,COMPASS,3,653375.9536,16001,Households,3,4320
1176,Idaho,Ada,COMPASS,3,653375.9536,16001,Whlsale,1,4321
1177,Idaho,Ada,COMPASS,3,650183.6423,16001,Constr,11,4322
1177,Idaho,Ada,COMPASS,3,650183.6423,16001,Households,6,4323
1177,Idaho,Ada,COMPASS,3,650183.6423,16001,Whlsale,1,4324
1178,Idaho,Ada,COMPASS,3,644868.8161,16001,Households,8,4325
1179,Idaho,Ada,COMPASS,3,654494.7271,16001,Households,3,4326
1180,Idaho,Ada,COMPASS,3,652968.5493,16001,Households,6,4327
1181,Idaho,Ada,COMPASS,3,649456.8929,16001,Households,6,4328
1182,Idaho,Ada,COMPASS,3,647272.9885,16001,Constr,3,4329
1182,Idaho,Ada,COMPASS,3,647272.9885,16001,Households,5,4330
1183,Idaho,Ada,COMPASS,3,634558.7099,16001,Households,5,4331
1184,Idaho,Ada,COMPASS,3,626160.7537,16001,Households,5,4332
1185,Idaho,Ada,COMPASS,3,650680.9857,16001,Households,9,4333
1185,Idaho,Ada,COMPASS,3,650680.9857,16001,Service,2,4334
1186,Idaho,Ada,COMPASS,3,631734.8875,16001,Households,8,4335
1186,Idaho,Ada,COMPASS,3,631734.8875,16001,Service,1,4336
1187,Idaho,Ada,COMPASS,3,633437.2081,16001,Households,4,4337
1188,Idaho,Ada,COMPASS,3,649356.891,16001,Constr,31,4338
1188,Idaho,Ada,COMPASS,3,649356.891,16001,Households,7,4339
1188,Idaho,Ada,COMPASS,3,649356.891,16001,Retail,5,4340
1189,Idaho,Ada,COMPASS,3,646187.6153,16001,Constr,8,4341
1189,Idaho,Ada,COMPASS,3,646187.6153,16001,Households,7,4342
1189,Idaho,Ada,COMPASS,3,646187.6153,16001,Retail,1,4343
1190,Idaho,Ada,COMPASS,3,333044.6073,16001,Households,3,4344
1191,Idaho,Ada,COMPASS,3,627361.194,16001,Households,9,4345
1192,Idaho,Ada,COMPASS,3,306386.734,16001,Constr,3,4346
1192,Idaho,Ada,COMPASS,3,306386.734,16001,Households,3,4347
1192,Idaho,Ada,COMPASS,3,306386.734,16001,Retail,1,4348
1192,Idaho,Ada,COMPASS,3,306386.734,16001,Service,1,4349
1193,Idaho,Ada,COMPASS,3,652386.0847,16001,Constr,3,4350
1193,Idaho,Ada,COMPASS,3,652386.0847,16001,Households,217,4351
1193,Idaho,Ada,COMPASS,3,652386.0847,16001,Retail,1,4352
1193,Idaho,Ada,COMPASS,3,652386.0847,16001,Service,1,4353
1194,Idaho,Ada,COMPASS,3,651330.1564,16001,Constr,8,4354
1194,Idaho,Ada,COMPASS,3,651330.1564,16001,Households,163,4355
1194,Idaho,Ada,COMPASS,3,651330.1564,16001,Retail,36,4356
1194,Idaho,Ada,COMPASS,3,651330.1564,16001,Service,15,4357
1194,Idaho,Ada,COMPASS,3,651330.1564,16001,Trawhse,2,4358
1195,Idaho,Ada,COMPASS,3,652071.3328,16001,Households,24,4359
1195,Idaho,Ada,COMPASS,3,652071.3328,16001,Trawhse,1,4360
1196,Idaho,Ada,COMPASS,3,646118.9703,16001,Constr,6,4361
1196,Idaho,Ada,COMPASS,3,646118.9703,16001,Households,105,4362
1197,Idaho,Ada,COMPASS,3,1303103.432,16001,Constr,9,4363
1197,Idaho,Ada,COMPASS,3,1303103.432,16001,Households,6,4364
1198,Idaho,Ada,COMPASS,3,654158.4437,16001,Constr,1,4365
1198,Idaho,Ada,COMPASS,3,654158.4437,16001,Households,22,4366
1199,Idaho,Ada,COMPASS,3,653856.6035,16001,Households,4,4367
1200,Idaho,Ada,COMPASS,3,653507.4641,16001,Households,13,4368
1201,Idaho,Ada,COMPASS,3,650378.4827,16001,Households,7,4369
1202,Idaho,Ada,COMPASS,3,1592614.934,16001,Households,13,4370
1203,Idaho,Ada,COMPASS,3,1092956.351,16001,Households,246,4371
1203,Idaho,Ada,COMPASS,3,1092956.351,16001,Service,2,4372
1203,Idaho,Ada,COMPASS,3,1092956.351,16001,Trawhse,5,4373
1204,Idaho,Ada,COMPASS,3,1235821.508,16001,Constr,31,4374
1204,Idaho,Ada,COMPASS,3,1235821.508,16001,Households,229,4375
1204,Idaho,Ada,COMPASS,3,1235821.508,16001,Manuf,6,4376
1204,Idaho,Ada,COMPASS,3,1235821.508,16001,Service,6,4377
1204,Idaho,Ada,COMPASS,3,1235821.508,16001,Trawhse,12,4378
1205,Idaho,Ada,COMPASS,3,1308844.029,16001,Households,15,4379
1206,Idaho,Ada,COMPASS,3,1692964.148,16001,Households,19,4380
1207,Idaho,Ada,COMPASS,3,1094284.283,16001,Households,18,4381
1208,Idaho,Ada,COMPASS,3,1944951.9,16001,Households,22,4382
1209,Idaho,Ada,COMPASS,3,484534.3043,16001,Constr,1,4383
1209,Idaho,Ada,COMPASS,3,484534.3043,16001,Households,5,4384
1210,Idaho,Ada,COMPASS,3,1296005.251,16001,Constr,13,4385
1210,Idaho,Ada,COMPASS,3,1296005.251,16001,Households,19,4386
1211,Idaho,Ada,COMPASS,3,659087.4789,16001,Households,5,4387
1212,Idaho,Ada,COMPASS,3,165549.112,16001,Education,2,4388
1212,Idaho,Ada,COMPASS,3,165549.112,16001,Households,7,4389
1213,Idaho,Ada,COMPASS,3,654119.7662,16001,Education,2,4390
1213,Idaho,Ada,COMPASS,3,654119.7662,16001,Households,2,4391
1214,Idaho,Ada,COMPASS,3,318387.6521,16001,Households,1,4392
1215,Idaho,Ada,COMPASS,3,299655.8881,16001,Education,30,4393
1215,Idaho,Ada,COMPASS,3,299655.8881,16001,Households,4,4394
1216,Idaho,Ada,COMPASS,3,297534.5777,16001,Households,1,4395
1217,Idaho,Ada,COMPASS,3,163134.3309,16001,Households,1,4396
1218,Idaho,Ada,COMPASS,3,182216.5955,16001,Education,58,4397
1218,Idaho,Ada,COMPASS,3,182216.5955,16001,Households,74,4398
1219,Idaho,Ada,COMPASS,3,243265.7597,16001,Constr,2,4399
1219,Idaho,Ada,COMPASS,3,243265.7597,16001,Households,82,4400
1219,Idaho,Ada,COMPASS,3,243265.7597,16001,Retail,3,4401
1219,Idaho,Ada,COMPASS,3,243265.7597,16001,Service,2,4402
1219,Idaho,Ada,COMPASS,3,243265.7597,16001,Util,42,4403
1220,Idaho,Ada,COMPASS,3,207748.7598,16001,Households,120,4404
1220,Idaho,Ada,COMPASS,3,207748.7598,16001,Retail,1,4405
1221,Idaho,Ada,COMPASS,3,229083.4429,16001,Constr,3,4406
1221,Idaho,Ada,COMPASS,3,229083.4429,16001,Education,22,4407
1221,Idaho,Ada,COMPASS,3,229083.4429,16001,Households,95,4408
1222,Idaho,Ada,COMPASS,3,123808.856,16001,Constr,2,4409
1222,Idaho,Ada,COMPASS,3,123808.856,16001,Households,17,4410
1222,Idaho,Ada,COMPASS,3,123808.856,16001,Retail,129,4411
1222,Idaho,Ada,COMPASS,3,123808.856,16001,Service,94,4412
1223,Idaho,Ada,COMPASS,3,180589.2859,16001,Households,108,4413
1223,Idaho,Ada,COMPASS,3,180589.2859,16001,Service,3,4414
1224,Idaho,Ada,COMPASS,3,655519.6891,16001,Education,7,4415
1224,Idaho,Ada,COMPASS,3,655519.6891,16001,Households,11,4416
1225,Idaho,Ada,COMPASS,3,261963.8189,16001,Education,43,4417
1225,Idaho,Ada,COMPASS,3,261963.8189,16001,Households,167,4418
1225,Idaho,Ada,COMPASS,3,261963.8189,16001,Retail,1,4419
1226,Idaho,Ada,COMPASS,3,217492.2629,16001,Households,104,4420
1226,Idaho,Ada,COMPASS,3,217492.2629,16001,Service,1,4421
1227,Idaho,Ada,COMPASS,3,257677.0456,16001,Education,149,4422
1227,Idaho,Ada,COMPASS,3,257677.0456,16001,Households,152,4423
1227,Idaho,Ada,COMPASS,3,257677.0456,16001,Service,29,4424
1228,Idaho,Ada,COMPASS,3,210908.3779,16001,Agfor,6,4425
1228,Idaho,Ada,COMPASS,3,210908.3779,16001,Constr,3,4426
1228,Idaho,Ada,COMPASS,3,210908.3779,16001,Education,86,4427
1229,Idaho,Ada,COMPASS,3,158332.5242,16001,Households,82,4428
1229,Idaho,Ada,COMPASS,3,158332.5242,16001,Retail,6,4429
1229,Idaho,Ada,COMPASS,3,158332.5242,16001,Service,128,4430
1230,Idaho,Ada,COMPASS,3,161488.0995,16001,Households,37,4431
1230,Idaho,Ada,COMPASS,3,161488.0995,16001,Public,2,4432
1230,Idaho,Ada,COMPASS,3,161488.0995,16001,Retail,183,4433
1230,Idaho,Ada,COMPASS,3,161488.0995,16001,Service,34,4434
1230,Idaho,Ada,COMPASS,3,161488.0995,16001,Whlsale,4,4435
1231,Idaho,Ada,COMPASS,3,642834.1679,16001,Education,3,4436
1231,Idaho,Ada,COMPASS,3,642834.1679,16001,Households,199,4437
1231,Idaho,Ada,COMPASS,3,642834.1679,16001,Service,3,4438
1232,Idaho,Ada,COMPASS,3,684668.3247,16001,Households,19,4439
1233,Idaho,Ada,COMPASS,3,659670.5497,16001,Households,166,4440
1233,Idaho,Ada,COMPASS,3,659670.5497,16001,Retail,1,4441
1233,Idaho,Ada,COMPASS,3,659670.5497,16001,Service,5,4442
1234,Idaho,Ada,COMPASS,3,1031970.086,16001,Households,8,4443
1235,Idaho,Ada,COMPASS,3,632556.2444,16001,Households,33,4444
1235,Idaho,Ada,COMPASS,3,632556.2444,16001,Retail,3,4445
1235,Idaho,Ada,COMPASS,3,632556.2444,16001,Service,14,4446
