STDM_TAZ,Area
1724,0.05709629
1725,0.005985712
1726,0.04698924
1727,0.055575851
1728,0.157251271
1729,0.039854294
1730,0.013402721
1731,0.027358688
1732,0.021422542
1733,0.021103214
1734,0.018746379
1735,0.003589951
1736,0.030262099
1737,0.031009128
1738,0.015073178
1739,0.016196394
1740,0.017416003
1741,0.06166273
1742,0.026660027
1743,0.019830442
1744,0.040839805
1745,0.018728084
1746,0.074024782
1747,0.018115351
1748,0.016710533
1749,0.044826624
1750,0.018409564
1751,0.069136545
1752,0.006497827
1753,0.009960873
1754,0.028365327
1755,0.016829562
1756,0.021917638
1757,0.004530439
1758,0.009483377
1759,0.00735537
1760,0.004597877
1761,19860764.55
1762,2323737933
1763,25879192.23
1764,1177692096
1765,580162067.5
1766,602203442.6
1767,475821608.8
1768,843962594.2
1769,147062014.2
1770,401089823.1
1771,269335306.1
1772,961925099.5
1773,655161758
1774,47318979
1775,3980128.41
1776,2335604.05
1777,319270113.8
1778,2132832.82
1779,921441033.6
1780,2344846.27
1781,785620543.4
1782,7469393.79
1783,3464052.48
1784,1634359923
1785,10604816.47
1786,5189716.21
1787,3930262.53
1788,81882693.05
1789,737337451
1790,457118252.5
1791,79497662.7
1792,31681377.74
1793,60357549.94
1794,2348181928
1795,914987.65
1796,2041178.46
1797,6378711.58
1798,4017230.74
1799,5562463.15
1800,1036657186
1801,260514655.9
1802,8094404.34
1803,3253336.85
1804,14528780.6
1805,830316382
1806,433449036.3
1807,2755565.22
1808,353510790.1
1809,109953817.6
1810,123327589.8
1811,55048792.74
1812,482108882.6
1813,684323857.9
1814,121156415
1815,13257316.4
1816,1576128338
1817,4583640.47
1818,2856324.64
1819,21944566.66
1820,75069978.17
1821,269555747.2
1822,369763730.1
1823,2199104.63
1824,1123105242
1825,949632329.3
1826,1729913846
1827,732219045.3
1828,12466863.47
1829,490783671.6
1830,2484218264
1831,677941401.6
1832,1577215340
1833,6945872.92
1834,1034887707
1835,379608769.5
1836,480803699.6
1837,1292510008
1838,132571926.6
1839,507005600.1
1840,359008594.9
1841,14705668.9
1842,303027977.6
1843,5403718.36
1844,2137620941
1845,1839120147
1846,4801602.98
1847,59639863.79
1848,33390834.63
1849,973433026.8
1850,10350593.43
1851,1658159110
1852,10718576.83
1853,5972897.35
1854,301360570.8
1855,13022754.25
1856,2110171297
1857,1290073377
1858,139004796
1859,6853181.81
1860,4570032869
1861,4872067282
1862,83470249.36
1863,40723979.97
1864,10058199.74
1865,26481763.56
1866,4077708148
1867,588552672.4
1868,5060630801
1869,3014615302
1870,690740485.1
1871,11400284.22
1872,962939473.8
1873,27759097.71
1874,4357138.05
1875,260676752.3
1876,796162695.4
1877,84437030.75
1878,128895086.6
1879,2609079.96
1880,8167878.18
1881,2769547.95
1882,2606199.03
1883,319658459.1
1884,72082118.52
1885,306011426.3
1886,192669243.2
1887,2498229062
1888,2136659085
1889,68273652.33
1890,14985883.42
1891,819689857.1
1892,290379224.2
1893,6608171.04
1894,942891075.6
1895,7046986.68
1896,66860592.13
1897,75678269.8
1898,73096593.33
1899,45513028.04
1900,800777.5
1901,2749544.77
1902,3099369.36
1903,34040971.02
1904,196110941.3
1905,22482813.58
1906,162124775.6
1907,150871499.3
1908,9167546547
1909,608321705.4
1910,24328170.99
1911,1288154.26
1912,1667241736
1913,1248510.39
1914,921868329.1
1915,93804724.49
1916,239047428.2
1917,4119969.51
1918,3693825.81
1919,5202267.59
1920,358470889.3
1921,114465539.5
1922,25709270.84
1923,30622905.2
1924,25908815.82
1925,16703606.49
1926,2703638.56
1927,7716518
1928,94664589.76
1929,37541150.45
1930,636401049.6
1931,206466342.3
1932,152168818.1
1933,10881193.13
1934,36038555.72
1935,34281750.7
1936,119449484.1
1937,6621827.37
1938,436932678.5
1939,3668732.22
1940,5435623.95
1941,4600316.24
1942,32043566.79
1943,1608299.51
1944,561999995.6
1945,86816583.6
1946,374778563.5
1947,182522375
1948,5500608.59
1949,7078924.5
1950,3991841853
1951,39052903.82
1952,6350181724
1953,4236360.83
1954,486166045.3
1955,301140257.5
1956,451212744.2
1957,496847103.8
1958,776325255.3
1959,1972967.16
1960,1897648.66
1961,196952758.8
1962,823703218.5
1963,573018894.4
1964,22186909.36
1965,156923769.9
1966,70948093.37
1967,11013095.88
1968,104948667.4
1969,164448995.5
1970,2510222.65
1971,822057844.6
1972,98291964.77
1973,1232375495
1974,42720413.07
1975,1380263.61
1976,33058405.8
1977,812044.83
1978,29953825.27
1979,3388819.57
1980,30900957.97
1981,5495414.9
1982,11736478.69
1983,87875386.97
1984,102424819.5
1985,269922821.3
1986,820946.7
1987,23902560.9
1988,15557535.23
1989,34960222.61
1990,37946743.66
1991,4764053.01
1992,1084767441
1993,1581980522
1994,1167616173
1995,12288160.02
1996,144772065.4
1997,205305585.1
1998,375867997.6
1999,7498458573
2000,40472697.25
2001,583445265.9
2002,7281448
2003,32293606.86
2004,32709649.23
2005,41942665.63
2006,6815834.64
2007,21965924.06
2008,16203129.64
2009,1154810560
2010,585682981.4
2011,4320668.48
2012,216815685.7
2013,1746784637
2014,17486728
2015,2044266709
2016,17307047.8
2017,2991991.27
2018,4214838271
2019,3943086.7
2020,1322059.06
2021,73121624.57
2022,84755920.14
2023,613445704
2024,48838303
2025,178147408.3
2026,1044051.33
2027,158545012.2
2028,165428699.5
2029,44812303.78
2030,14649451.95
2031,5202826.98
2032,2658457.05
2033,1440994.01
2034,10153743.23
2035,2747361.01
2036,17152485.2
2037,75534057.96
2038,1494239615
2039,68611860.51
2040,15548464.45
2041,31385224.72
2042,101028138.9
2043,7113134.05
2044,9193084.11
2045,60070706.76
2046,1467249.16
2047,440592163.1
2048,58132321.36
2049,1438335083
2050,25115885.64
2051,671074.47
2052,1812232.69
2053,14610215.15
2054,7303171.9
2055,51764586.3
2056,942544713
2057,5277832.64
2058,8452605977
2059,143111859.2
2060,120965418
2061,2068691161
2062,1705301677
2063,35488290.3
2064,8406011.65
2065,224595358.6
2066,95739946.3
2067,136068653.2
2068,186834930.4
2069,487135775
2070,2855502578
2071,4351790995
2072,542197203.6
2073,11479470314
2074,59744820.43
2075,2631015.24
2076,4084377.4
2077,44513857.53
2078,34408331.2
2079,985298496.5
2080,88984202.86
2081,1062477388
2082,10479185.12
2083,120811615.2
2084,7788816.61
2085,51909158.99
2086,7749625.86
2087,36415196.62
2088,136496864.2
2089,495469178.4
2090,1826552.62
2091,841392.75
2092,553796512.4
2093,423326674.5
2094,461947320.6
2095,1445287778
2096,119847392.6
2097,4547668.4
2098,397968903.9
2099,306968128.2
2100,362499945.9
2101,4900388.74
2102,41366594.72
2103,88143676.29
2104,17888387.56
2105,8788073.71
2106,13692660.07
2107,1442900196
2108,834022765.3
2109,829808402.1
2110,585323507
2111,231798068.7
2112,569899.58
2113,1483022.81
2114,2390457.3
2115,3833003.69
2116,2586233.81
2117,2384456.21
2118,1099861.61
2119,1306433.46
2120,3858536673
2121,5801940125
2122,1609898.33
2123,17759576.52
2124,1101993.66
2125,8240840.89
2126,11736060.32
2127,640942.37
2128,90030829.93
2129,165116388.3
2130,64708.5
2131,28883982.3
2132,20119182.38
2133,7832906.17
2134,1180294.84
2135,4476243.94
2136,488554.13
2137,432119.92
2138,845570.68
2139,1044652.09
2140,1166110.71
2141,8884560.76
2142,68529095
2143,5848839.71
2144,986715.25
2145,835094.77
2146,472280.06
2147,565537.05
2148,1320286.49
2149,892718.87
2150,196647.19
2151,3134033.66
2152,398835.24
2153,311097.86
2154,1274453.23
2155,1675945.4
2156,1198601.93
2157,8874495
2158,6190265.41
2159,1557658.1
2160,2052590.73
2161,8247618.15
2162,5561107.62
2163,312454.67
2164,2315872.05
2165,1385370.13
2166,1190003.35
2167,1279965.52
2168,5930475.55
2169,1763460.22
2170,3002315.46
2171,3980587.88
2172,12615051.37
2173,15451742.95
2174,4021451.23
2175,286367.89
2176,494763377.6
2177,297160113.8
2178,1067680210
2179,7802655.56
2180,765409965.1
2181,52687170.99
2182,3530746563
2183,1260148176
2184,293700762.1
2185,120955673.6
2186,265106520.6
2187,5120392.1
2188,49051319.07
2189,66592584.88
2190,818196.37
2191,560348.82
2192,162327.81
2193,123470.2
2194,122593.93
2195,156731.45
2196,85724.9
2197,687399.88
2198,326864.29
2199,472432.14
2200,143991.17
2201,438740.48
2202,81664.24
2203,718216.49
2204,297887.73
2205,165422.15
2206,329375.49
2207,102029.38
2208,103324.59
2209,3325251.4
2210,656287.01
2211,831701.51
2212,701017.93
2213,3757474.07
2214,615504.15
2215,207987.73
2216,111398.22
2217,444489.64
2218,1028612.72
2219,584448.98
2220,134106.47
2221,1078747.52
2222,583332.57
2223,2432786.1
2224,2066406.08
2225,470752.71
2226,3004730.73
2227,3144763.03
2228,560805.1
2229,4012995.16
2230,4422248.01
2231,173017.96
2232,1163560.29
2233,2188067.39
2234,2341150.71
2235,1091070.08
2236,2247465.59
2237,18163371.54
2238,856743.11
2239,2985777.26
2240,1608568.6
2241,328989.77
2242,580166.24
2243,1618139.31
2244,956225.74
2245,7577367.67
2246,1346122.02
2247,2697237.99
2248,1582375.32
2249,1070305.46
2250,1543154.68
2251,724975.99
2252,1320922.48
2253,2510036.34
2254,1199188.03
2255,1272727.4
2256,217601.62
2257,331795.29
2258,8330526.88
2259,2184359.07
2260,47008797.37
2261,615610.73
2262,692558.86
2263,1476824.95
2264,32659192
2265,97243354.87
2266,2024387.41
2267,303777.68
2268,7948434.54
2269,6607751.99
2270,4218202.68
2271,67648011.32
2272,28641631.22
2273,343470812.9
2274,101987076.7
2275,2477395.79
2276,2052400.81
2277,242065104.1
2278,4261571.25
2279,5543633.29
2280,340644.12
2281,10016882.96
2282,3307003.98
2283,4465779.92
2284,4783646.51
2285,255074.87
2286,932835.68
2287,316568.88
2288,219606.91
2289,885651.06
2290,1422119.74
2291,2666835.47
2292,76356922.02
2293,1109254.28
2294,3244698.41
2295,1656771.71
2296,1763244.66
2297,325335.66
2298,219914.72
2299,4563760.43
2300,5250737.01
2301,4257958.66
2302,2825359.74
2303,9761442.05
2304,1828758.08
2305,570787.42
2306,33401090.77
2307,539043.93
2308,747002.92
2309,740802.43
2310,326973.99
2311,636402.07
2312,44671258.66
2313,5615908.57
2314,608118.27
2315,1154803.29
2316,309841.02
2317,399572.24
2318,341811.15
2319,1068331.81
2320,219437.16
2321,237094.83
2322,38054.62
2323,37681.77
2324,90669.01
2325,46537
2326,37313.94
2327,223464.54
2328,341419.05
2329,521405.53
2330,426105.14
2331,444925.05
2332,231708.68
2333,197419.97
2334,91252.64
2335,571691.18
2336,153483.85
2337,75840.13
2338,59543.87
2339,223390.3
2340,619602.59
2341,416239.41
2342,816315.54
2343,626653.04
2344,571434.12
2345,587224.28
2346,833899.29
2347,394763.48
2348,544556.99
2349,327976.93
2350,373315.42
2351,1077400.91
2352,870606.76
2353,1433664.44
2354,801654.38
2355,861541.31
2356,707661.71
2357,445653.69
2358,601005.54
2359,418115.91
2360,2446143.37
2361,378428.65
2362,640506.93
2363,426548.6
2364,819804.4
2365,1641847.35
2366,1053582.98
2367,421245.39
2368,438481.33
2369,1210371.59
2370,2025587.51
2371,1367112.5
2372,1274349.71
2373,1878441.22
2374,3450440.74
2375,1723041.49
2376,65280164.68
2377,7773712.39
2378,622274.81
2379,843396.78
2380,566834.95
2381,2523123.53
2382,1126727.72
2383,488626.58
2384,751659.25
2385,338371.3
2386,254873.71
2387,1303846.71
2388,229378.25
2389,10273036.19
2390,57425092.83
2391,1075668.05
2392,1083350.72
2393,2102437.46
2394,55530879.4
2395,654735.55
2396,1514719.09
2397,670815.17
2398,4533525.31
2399,6879165.9
2400,4813109.88
2401,4719232.21
2402,1644304.52
2403,55555715.22
2404,2711379.08
2405,1533170.18
2406,4661514.38
2407,544830.3
2408,685157.22
2409,482050.57
2410,929050.47
2411,1863275
2412,56654.77
2413,43455.6
2414,161991.36
2415,238783.67
2416,660746.59
2417,336916.35
2418,400560.63
2419,640071.3
2420,476853.2
2421,432712.8
2422,443911.44
2423,329962.65
2424,483747.21
2425,503937.67
2426,524853.08
2427,368776.07
2428,516833.39
2429,621658.2
2430,489983.52
2431,239043.23
2432,134302.87
2433,548692.71
2434,234467.72
2435,261848.47
2436,657486.98
2437,476579.38
2438,321956.7
2439,644714.77
2440,481070.91
2441,503530.77
2442,497938.74
2443,257387.62
2444,474886.2
2445,272433.78
2446,105892.11
2447,240211.79
2448,290667.25
2449,11772642.02
2450,825383.33
2451,324365.32
2452,529661.24
2453,690859.46
2454,555575.59
2455,570252.9
2456,454790.65
2457,441696.08
2458,245391.65
2459,476060.93
2460,206925.22
2461,247426.41
2462,195860.36
2463,794967.03
2464,211963.52
2465,306694.45
2466,413358.95
2467,192679.84
2468,472650.78
2469,209518.62
2470,386008.15
2471,737844.31
2472,510677.43
2473,1342440.92
2474,350679.75
2475,286999.16
2476,429741.6
2477,194280.87
2478,579081.98
2479,709908.58
2480,651711.45
2481,36327
2482,647480.49
2483,460279.27
2484,1609625.72
2485,1285554.36
2486,463189.28
2487,266479.91
2488,321951.05
2489,492003.79
2490,583665.81
2491,428684.45
2492,736224.73
2493,287406.81
2494,569631.57
2495,351377.89
2496,213675.46
2497,1343975.25
2498,240641.17
2499,366959.53
2500,461145.93
2501,885340.01
2502,1736376.69
2503,921832.22
2504,324968.11
2505,169988.15
2506,681947.16
2507,305952.36
2508,655921.19
2509,4564767.27
2510,553767.07
2511,22366528.18
2512,357810.94
2513,245175.42
2514,229996.8
2515,360684.88
2516,956709.27
2517,336550
2518,821489.79
2519,687482.35
2520,659863.93
2521,984975.77
2522,656882.68
2523,330881.75
2524,329555.26
2525,538118.4
2526,615594.49
2527,673209.18
2528,572497.13
2529,569769.01
2530,574123.46
2531,326660.9
2532,326699.15
2533,2233321.33
2534,306230.96
2535,657365.23
2536,736161.35
2537,1071393.51
2538,751735.42
2539,1722080.95
2540,1739101.77
2541,427636.93
2542,744990.03
2543,569532.15
2544,658836.42
2545,245897.34
2546,328835.1
2547,666791.21
2548,328155.19
2549,658716.88
2550,667270.53
2551,658997.8
2552,441509.07
2553,487969.59
2554,660074.62
2555,515511.34
2556,392488.49
2557,654966.9
2558,532155.07
2559,656217.03
2560,660683.95
2561,659982.66
2562,659852.56
2563,653622.43
2564,1064731.3
2565,1152082.86
2566,763771.09
2567,1757652.11
2568,8688032.33
2569,6722525.35
2570,1159858.83
2571,312017.59
2572,477957.77
2573,300872.58
2574,1626313.37
2575,379523.72
2576,1700352.26
2577,905412.82
2578,910223.26
2579,331853
2580,1015813.77
2581,352264.18
2582,603689.59
2583,461790.34
2584,760092.28
2585,11136038.44
2586,199906.66
2587,542666.32
2588,3777305.9
2589,10558436.32
2590,1292152.56
2591,4349183.78
2592,37752537.33
2593,1053365.85
2594,3366171.06
2595,356763.6
2596,907195.24
2597,4403376.01
2598,2401934.37
2599,29190120.56
2600,3981629.35
2601,34849408.84
2602,89080845.14
2603,130907223.2
2604,445795.24
2605,112372679.9
2606,271547.12
2607,7131282.01
2608,201218085
2609,17163225.93
2610,9300193.3
2611,42247600.8
2612,1260346.46
2613,497655.95
2614,6141569.1
2615,376767058.7
2616,5184280.67
2617,485239727.5
2618,1303576.65
2619,288344.22
2620,7766399.75
2621,376131.28
2622,1094872.4
2623,654040.93
2624,660183.6
2625,495797.9
2626,340907.54
2627,361980.28
2628,348442.2
2629,290884.06
2630,300224.92
2631,247276.32
2632,410444.47
2633,210704.68
2634,420929.21
2635,510426.14
2636,461251.35
2637,236058.31
2638,563121.58
2639,462108.78
2640,394415.12
2641,1473924.98
2642,518746.34
2643,213079.69
2644,311832.78
2645,351108.52
2646,658909.06
2647,412692.76
2648,427296.23
2649,159789.93
2650,936937.48
2651,572352.65
2652,1164215.66
2653,4716789.38
2654,109579139.1
2655,25530466.53
2656,129267772
2657,5467110.28
2658,2572029.32
2659,528489.3
2660,2208741.43
2661,329216.59
2662,2012526.49
2663,1276855.1
2664,520382.2
2665,2010458.67
2666,448349.53
2667,886575.27
2668,896568.72
2669,2965523.46
2670,5366793.48
2671,2772584.51
2672,5193594.27
2673,4351977.71
2674,2025164.56
2675,577664.3
2676,542792.88
2677,1266200.11
2678,57168.07
2679,10307437.96
2680,706937.52
2681,4175977.8
2682,4967266.72
2683,654993.23
2684,663670.65
2685,323007.64
2686,326967.38
2687,12902522.31
2688,1080379.94
2689,2607133.74
2690,1487943.08
2691,1187388.17
2692,3871504.13
2693,4576356.01
2694,3360268.26
2695,6787625.47
2696,6059235.12
2697,869816.81
2698,8838919.85
2699,2319035.93
2700,3671588.37
2701,5726855.14
2702,8680252.97
2703,20971456.04
2704,916448.06
2705,57541955.19
2706,671329.6
2707,108062019.2
2708,150882528.3
2709,58787772.18
2710,41077287.37
2711,1030865.89
2712,38774983.08
2713,77886319.52
2714,938792.82
2715,386562.04
2716,328478.75
2717,655665.45
2718,747924.34
2719,19898861.87
2720,153254216.5
2721,5728271.55
2722,411072.62
2723,52482.85
2724,1956370.22
2725,3773947.3
2726,382060.55
2727,284441.84
2728,407593.62
2729,318647.93
2730,4033827.58
2731,344355.97
2732,249084.58
2733,836162.23
2734,425454.91
2735,478945.13
2736,323839.77
2737,397005.53
2738,498615.95
2739,693615.93
2740,773695.74
2741,356293.39
2742,516203.81
2743,1070827.86
2744,1240555.94
2745,577047.01
2746,352124.68
2747,1886140.12
2748,292269.13
2749,522301.58
2750,99696.09
2751,2969093.51
2752,1521608.72
2753,3.19E+11
2754,6832693350
2755,9329818927
2756,14422813049
2757,6211595766
2758,6776091418
2759,3166335081
2760,7221621645
2761,9515442435
2762,8164744074
2763,7987877267
2764,25725779158
2765,3724395504
2766,5645376914
2767,1614052835
2768,1.57E+11
2769,2.95E+11
2770,1.51E+11
2771,1.08E+11
2772,1.54E+11
2773,1.49E+11
2774,2.73E+11
2775,17042489735
2776,6952823660
2777,219203214
2778,1.84E+11
2779,1.86E+11
2780,1.63E+11
2781,1.08E+11
2782,1.56E+11
2783,2.23E+11
2784,1.22E+11
2785,1.32E+11
2786,64442909475
2787,32382309662
2788,28142805538
2789,1.70E+11
2790,2.31E+11
2791,1.40E+11
2792,1.97E+11
2793,2.07E+11
2794,1.96E+11
2795,20937429468
2796,31477627305
2797,25409326487
2798,3.19E+11
2799,1.59E+11
2800,1.62E+11
2801,1.88E+11
2802,1.26E+11
2803,1.92E+11
2804,78168066817
2805,1.33E+11
2806,1.47E+11
2807,3631036719
2808,1.01E+11
2809,2.06E+11
2810,1.27E+11
2811,7.20E+11
2812,1.87E+11
2813,9327562791
2814,32109185860
2815,1.30E+11
2816,45992002482
2817,1.14E+11
2818,76983314564
2819,1.59E+11
2820,2.34E+11
2821,25249791315
2822,44430706410
2823,17496026893
2824,3094780229
2825,2663145098
2826,10419497351
2827,11010957081
2828,9.05E+11
