STDM_TAZ,Area
866,1084582.61
867,2764825.17
868,569476.38
869,1174392.57
870,425677.82
871,5346309.94
872,2609787.91
873,1982524.89
874,388345.01
875,5494741.68
876,5186247.67
877,2599704.78
878,2587276.18
879,650938.57
880,1297467.87
881,973718.85
882,970396.14
883,405582.76
884,326155.07
885,648798.58
886,649864.92
887,968607.22
888,650665.16
889,326639.37
890,42166814.13
891,2613773.15
892,5232306.96
893,1949601.66
894,655727.63
895,585366.69
896,16769959.7
897,122191.61
898,1191714.85
899,179297.59
900,87124.26
901,523211.11
902,121367.39
903,475747.05
904,557633.44
905,1665125.77
906,5183094.56
907,1159787.25
908,1237480.63
909,287987.11
910,933992.12
911,1249967.76
912,266612.69
913,224658.14
914,2628326.48
915,334640.08
916,724949.76
917,443995.28
918,219223.51
919,2818426.44
920,7822384.05
921,12626120.55
922,306518.61
923,1522518.34
924,5193691.46
925,2642855.15
926,280261.85
927,2631292.33
928,1043872.05
929,671941.82
930,1743600.74
931,1130164.8
932,1423297.3
933,515234.57
934,455638.3
935,2535702.84
936,343913.58
937,466572.86
938,79465.12
939,557860.97
940,458736.26
941,303215.76
942,1350312.38
943,567786.18
944,2615955.6
945,10425931.94
946,354367.15
947,695993.63
948,2601821.95
949,654910.54
950,1313996.25
951,1279827.72
952,2659656.88
953,1766042.79
954,2562122.93
955,484953.04
956,709355.77
957,948294.97
958,267638.91
959,103521.69
960,343823.06
961,1036373.93
962,306082.82
963,971926.23
964,336194.73
965,318870.2
966,1306954.31
967,1302433.42
968,469708.23
969,861638.51
970,229484.69
971,273708.27
972,602490.97
973,553291.61
974,652293.71
975,294510.21
976,385932.45
977,327445.38
978,861235.84
979,871289.37
980,683583.96
981,2580161.55
982,999985.26
983,920671.8
984,344086.45
985,352774.59
986,2074964.89
987,857620.77
988,1195085.86
989,1464164.89
990,1285707.64
991,1284152.4
992,1018540.82
993,265705.14
994,294759.75
995,265540.59
996,240473.73
997,1042909.47
998,1063100.53
999,1239317.47
1000,10686787.83
1001,1721455.61
1002,1283623.17
1003,1840858.18
1004,4262868.8
1005,6064400.68
1006,689803.66
1007,1223611.75
1008,1494098.59
1009,1213041.11
1010,921168.49
1011,7815446.14
1012,13894986.13
1013,40160035.2
1014,23674495
1015,37029004.29
1016,2469666.62
1017,36772881.27
1018,414077.61
1019,169310165.6
1020,1000601.3
1021,391394.41
1022,131903216.2
1023,175206.43
1024,824802.42
1025,51800512.58
1026,33170717.19
1027,8475573.51
1028,261486507.3
1029,47122348.36
1030,180803470
1031,637988642.5
1032,17492419.82
1033,12541479.92
1034,32263394.1
1035,11940920.31
1036,22806511.21
1037,15685395.08
1038,35853010.4
1039,40969346.93
1040,17758585.41
1041,15732305.06
1042,31291854.78
1043,70710729.42
1044,128968661.5
1045,76439908.14
1046,1757052.27
1047,13703101.6
1048,25558422.43
1049,7366570.76
1050,3944916.78
1051,1658212.8
1052,3296505.68
1053,48473648.83
1054,16745925.91
1055,169885214
1056,37783981.72
1057,56743937.29
1058,102197972.5
1059,67415205.17
1060,1400931.12
1061,5221473.09
1062,960409.51
1063,520185.89
1064,45962428.29
1065,1135061.91
1066,31151111.5
1067,44380160.88
1068,35044859.77
1069,10245212.87
1070,5421741.23
1071,247770.58
1072,982634.66
1073,913065.56
1074,922506.05
1075,1138817.83
1076,833839.28
1077,549528.02
1078,6902187.3
1079,24321725.58
1080,7328514.4
1081,113160261.6
1082,466083.11
1083,2596765.97
1084,13713598.69
1085,243820.99
1086,2674930.9
1087,15606572.32
1088,771377.77
1089,223581.09
1090,266613.94
1091,413385.86
1092,298599.97
1093,2459561
1094,6368880.89
1095,1450474.45
1096,6058255.67
1097,2617523.54
1098,2747191.81
1099,2614787.05
1100,605893.79
1101,4491119.97
1102,1552657.57
1103,4042340.5
1104,5150217.07
1105,7484932.97
1106,13101768.56
1107,2589300.99
1108,3678006.85
1109,5930007.85
1110,2612144.75
1111,4522166.04
1112,2730448.61
1113,2115244.9
1114,2416238.89
1115,2213497.08
1116,2542245.57
1117,0.018726227
1118,0.018560697
1119,0.018831907
1120,0.018746358
1121,0.019271708
1122,0.018840045
1123,0.018447592
1124,0.014542711
1125,0.004081238
1126,0.009283904
1127,0.01840585
1128,0.013882248
1129,0.018576399
1130,0.016841642
1131,0.007125712
1132,0.01662524
1133,0.008638982
1134,0.009215022
1135,0.018795225
1136,0.018578007
1137,0.018561668
1138,0.009464128
1139,0.015687831
1140,0.015440917
1141,0.031634986
1142,0.007642989
1143,0.030440867
1144,0.014904579
1145,0.013595952
1146,0.009318905
1147,0.017131907
1148,0.03541941
1149,0.114725642
1150,0.03898808
1151,0.04939128
1152,0.084169512
1153,0.020690549
1154,0.042528112
1155,0.018725926
1156,0.009235384
1157,0.018613654
1158,0.009326758
1159,0.018544068
1160,0.018690592
1161,0.034888939
1162,0.028909874
1163,0.015573651
1164,0.015493833
1165,0.033623589
1166,0.028956584
1167,0.040153482
1168,0.007331181
1169,0.03279107
1170,0.050677482
1171,0.227585576
1172,0.018975893
1173,0.018585142
1174,0.01893293
1175,0.009406334
1176,0.009195426
1177,0.008223985
1178,0.01375569
1179,0.279642067
1180,0.008884631
1181,0.009237425
1182,0.015808642
1183,0.015598862
1184,0.015780731
1185,0.01543165
1186,0.023402558
1187,0.008316637
1188,0.019905414
1189,0.10401492
1190,0.007820391
1191,0.018695008
1192,0.069627301
1193,0.027971163
1194,0.032412776
1195,0.002121296
1196,0.037467543
1197,0.033103084
1198,0.040368009
1199,0.003380542
1200,0.096686584
1201,0.038227377
1202,0.014086422
1203,0.009761416
1204,0.020831002
1205,0.018568741
1206,0.009214952
1207,0.018654175
1208,0.009383505
1209,0.009410917
1210,0.018632637
1211,0.004684045
1212,0.009316312
1213,0.009584345
1214,0.020546073
1215,0.037823133
1216,0.041062544
1217,0.016644217
1218,0.01732734
1219,0.089634928
1220,0.017017087
1221,0.007975692
1222,0.015465072
1223,0.015411589
1224,0.015684651
1225,0.015569826
1226,0.015242911
1227,0.007148601
1228,0.009129238
1229,0.018618215
1230,0.018422225
1231,0.0093081
1232,0.009269682
1233,0.009335695
1234,0.018457533
1235,0.009530498
1236,0.032046041
1237,0.031415435
1238,0.009147714
1239,0.021021331
1240,0.02170147
1241,0.013884404
1242,0.009734591
1243,0.03015761
1244,0.005174433
1245,0.059537239
1246,0.017996983
1247,0.016744047
1248,0.031303506
1249,0.017579279
1250,0.007774137
1251,0.015655953
1252,0.015701954
1253,0.01547406
1254,0.007735176
1255,0.031131893
1256,0.12895547
1257,0.084404438
1258,0.025575183
1259,0.017180436
1260,0.0595882
1261,0.511372741
1262,0.0536266
1263,0.009372546
1264,0.009112531
1265,0.018959045
1266,0.009568111
1267,0.095585667
1268,0.019832005
1269,0.016347006
1270,0.017525204
1271,0.018539036
1272,0.009233225
1273,0.009229091
1274,0.018769534
1275,0.009343094
1276,0.009354759
1277,0.014142397
1278,0.053905291
1279,0.013179118
1280,0.040858439
1281,0.031168419
1282,0.031277141
1283,0.036396188
1284,0.014963506
1285,0.008875829
1286,0.016084635
1287,0.015519321
1288,0.186644444
1289,0.143321708
1290,0.198848325
1291,0.066554703
1292,0.009081243
1293,0.009359661
1294,0.018635675
1295,0.009490707
1296,0.018292371
1297,0.018372945
1298,0.043535227
1299,0.061051167
1300,0.030848881
1301,0.023838661
1302,0.013399919
1303,0.009143335
1304,0.009531792
1305,0.009224524
1306,0.01466328
1307,0.009366882
1308,0.009454051
1309,0.009295039
1310,0.0140687
1311,0.018359054
1312,0.021014077
1313,0.015046354
1314,0.012142668
1315,0.0235976
1316,0.010770906
1317,0.019075827
1318,0.031424797
1319,0.027551483
1320,0.02538244
1321,0.015549859
1322,0.06124413
1323,0.062997416
1324,0.172010046
1325,0.044447608
1326,0.04397843
1327,0.030793126
1328,0.079681823
1329,0.115251577
1330,0.114156949
1331,0.009443882
1332,0.009128217
1333,0.005320146
1334,0.101435156
1335,0.344134491
1336,0.012345892
1337,0.01149608
1338,0.009384236
1339,0.01882324
1340,0.150215172
1341,0.0502591
1342,0.09873581
1343,0.036413813
1344,0.009386919
1345,0.018741554
1346,0.029448608
1347,0.050774059
1348,0.0155199
1349,0.008836806
1350,0.009117391
1351,0.009075704
1352,0.019310696
1353,0.006338588
1354,0.011811418
1355,0.009226503
1356,0.009304399
1357,0.02255345
1358,0.029630882
1359,0.018164697
1360,0.019202135
1361,0.062408592
1362,0.064957236
1363,0.03363811
1364,0.040474931
1365,0.00712076
1366,0.035473356
1367,0.035672021
1368,0.019333287
1369,0.031275927
1370,0.016121801
1371,0.018679555
1372,0.047024573
1373,0.080378258
1374,0.014360557
1375,0.016409111
1376,0.024932111
1377,0.22930913
1378,0.033214459
1379,0.054708067
1380,0.020782096
1381,0.017373126
1382,0.346882604
1383,0.060261344
1384,0.044966553
1385,0.036086465
1386,0.004675899
1387,0.006431505
1388,0.008174747
1389,0.009317436
1390,0.008589812
1391,0.009461852
1392,0.028446503
1393,0.450164466
1394,0.098198445
1395,0.028481824
1396,0.088624636
1397,0.018232736
1398,0.018479793
1399,0.065181575
1400,0.011458032
1401,0.024649394
1402,0.024605932
1403,0.014547648
1404,0.004125898
1405,0.031254388
1406,0.015329549
1407,0.13140257
1408,0.014146083
1409,0.037819472
1410,0.106135204
1411,0.265702133
1412,3.631304518
1413,0.030066891
1414,0.014879081
1415,0.007775775
1416,0.015316642
1417,0.106078891
1418,0.037637021
1419,0.036693613
1420,0.080535029
1421,0.132824102
1422,0.462551913
1423,0.247145791
1424,1.191531621
1425,0.596283441
1426,0.020331332
1427,0.007021024
1428,0.011074301
1429,0.006758739
1430,0.027354803
1431,0.013316911
1432,0.020645681
1433,0.494621527
1434,0.703344179
1435,0.193728694
1436,2.158040635
1437,0.027434748
1438,0.293103655
1439,0.018292411
1440,0.032944305
1441,0.047050483
1442,0.079267085
1443,0.014494519
1444,0.0621798
1445,0.029299779
1446,0.014225048
1447,0.035361926
1448,0.198716436
1449,0.051368336
1450,0.113523622
1451,0.061313588
1452,0.035256152
1453,0.104801993
1454,0.088965644
1455,0.082154294
1456,0.23169284
1457,0.354118004
1458,0.124859756
1459,0.214007414
1460,0.043559421
1461,0.040007974
1462,0.110804792
1463,0.024501347
1464,0.588072016
1465,0.206055815
1466,0.091688296
1467,0.074576469
1468,0.007500351
1469,2.282150213
1470,0.10225102
1471,0.060595759
1472,0.104812107
1473,0.163800855
1474,0.028697266
1475,0.034633845
1476,0.140959208
1477,0.381710195
1478,0.006907145
1479,0.156496189
1480,0.517561941
1481,0.035270645
1482,0.034753354
1483,0.230719506
1484,0.047274794
1485,0.020779535
1486,0.105688016
1487,0.048440349
1488,0.013768959
1489,0.151406506
1490,0.32766139
1491,0.242155948
1492,0.060165458
1493,2.521666712
1494,0.211491957
1495,0.185234476
1496,0.034606122
1497,0.029527846
1498,0.09568204
1499,1.680850121
1500,0.021931195
1501,0.077892283
1502,0.049218105
1503,0.115337865
1504,0.093302751
1505,0.191169025
1506,0.115713452
1507,0.683889217
1508,0.477790793
1509,0.136568822
1510,0.006805885
1511,0.041651762
1512,0.074037909
1513,0.240752374
1514,0.126504134
1515,0.054801235
1516,0.049957739
1517,0.054917207
1518,0.077482677
1519,0.474157567
1520,0.083819074
1521,0.7154914
1522,0.884309932
1523,0.229772345
1524,1.962190482
1525,2.840175591
1526,0.107151376
1527,0.038460884
1528,0.051024662
1529,0.06403131
1530,0.06835641
1531,0.031645003
1532,0.045796988
1533,0.351702371
1534,0.057352479
1535,0.264164055
1536,0.211538863
1537,0.240656102
1538,0.081155339
1539,0.049199694
1540,0.018950163
1541,0.009116718
1542,0.033018589
1543,0.828181437
1544,0.090547478
1545,0.023988104
1546,0.113671728
1547,1.796568336
1548,0.651364387
1549,0.643598955
1550,0.363052975
1551,0.210677874
1552,0.080926369
1553,0.142824506
1554,0.08117789
1555,0.05612652
1556,0.023553495
1557,0.082239789
1558,0.073564723
1559,0.126163946
1560,0.027249679
1561,0.041717891
1562,0.013661271
1563,0.104626903
1564,0.028821622
1565,0.143404031
1566,0.122370988
1567,0.072921964
1568,0.089530179
1569,0.040272146
1570,0.050183353
1571,0.051006387
1572,0.045021943
1573,0.086783105
1574,0.059829979
1575,0.956688151
1576,0.239509837
1577,0.079798364
1578,0.099864895
1579,0.230910134
1580,0.039795097
1581,1.624249876
1582,0.873991731
1583,0.301589747
1584,0.166561767
1585,0.064908892
1586,0.032067604
1587,0.075998695
1588,0.043101856
1589,0.080104428
1590,0.028817624
1591,0.993925725
1592,0.770170591
1593,0.206840229
1594,0.098020678
1595,0.250002577
1596,0.102118312
1597,0.044942361
1598,0.024975319
1599,0.192783606
1600,0.05911357
1601,0.077004234
1602,0.015074212
1603,0.006893583
1604,0.034412103
1605,0.173625458
1606,1.006972184
1607,0.122214998
1608,0.237318574
1609,1.004399081
1610,0.039233814
1611,0.047312193
1612,0.059631479
1613,0.035858114
1614,0.028137864
1615,0.006017361
1616,0.012598465
1617,0.100160886
1618,4.022305006
1619,1.002645892
1620,0.109849372
1621,0.060690349
1622,0.021959645
1623,0.042592127
1624,0.047596815
1625,0.073647267
1626,0.020652687
1627,2.006312322
1628,0.502498464
1629,0.145026492
1630,0.022037033
1631,0.046271765
1632,0.083063875
1633,0.051504309
1634,0.017317031
1635,0.042679515
1636,0.04714252
1637,0.019454325
1638,0.017584302
1639,0.035965527
1640,0.024103157
1641,3.410884364
1642,0.369340724
1643,0.166773441
1644,0.109566377
1645,0.021467316
1646,0.35453871
1647,0.041969951
1648,0.01431425
1649,0.015502248
1650,0.028684852
1651,0.74701901
1652,0.359952254
1653,0.182647638
1654,0.112385859
1655,0.094712175
1656,0.034618997
1657,0.056260421
1658,0.066667134
1659,0.074413791
1660,0.045515503
1661,0.091182839
1662,0.023690509
1663,0.059098923
1664,0.044358832
1665,0.03772612
1666,0.010145335
1667,0.013253978
1668,0.056158757
1669,0.018130444
1670,0.020766028
1671,0.04071795
1672,0.045892311
1673,0.079339707
1674,0.037003748
1675,1.902963817
1676,0.590128256
1677,0.096134724
1678,0.339439069
1679,0.009308795
1680,0.004778156
1681,0.133942665
1682,0.105752647
1683,0.061149299
1684,0.065216832
1685,0.026379757
1686,0.01520964
1687,0.070739762
1688,0.054654219
1689,0.070521005
1690,0.118931589
1691,0.106973653
1692,0.064545286
1693,0.024520548
1694,0.043460222
1695,0.008669498
1696,0.040396304
1697,0.017889863
1698,0.068592249
1699,0.033242935
1700,0.177137423
1701,0.078673597
1702,0.023477741
1703,0.035982083
1704,0.032397359
1705,0.048672014
1706,0.150275034
1707,0.043579985
1708,0.036798709
1709,0.040522027
1710,0.08035723
1711,0.02728737
1712,0.191887917
1713,0.388553564
1714,0.025060447
1715,0.107563252
1716,0.03400757
1717,0.024589196
1718,0.041179173
1719,0.00631882
1720,0.008312547
1721,0.006878452
1722,1.118445898
1723,0.023414851
